word,phonetics_us
jaguar,/ˈdʒægwɑr/
ford,/fɔrd/
never,/ˈnɛvɚ/
member,/ˈmɛmbɚ/
pipeline,/ˈpaɪpˌlaɪn/
chrome,/kroʊm/
tenacious,/təˈneɪʃəs/
bold,/boʊld/
deft,/dɛft/
immaculate,/ɪˈmækjəlɪt/
meaningless,/ˈmiːnɪŋləs/
notably,/ˈnoʊtəbli/
tablespoon,/ˈteɪbəlˌspun/
grouping,/ˈgruːpɪŋ/
rumble,/ˈrʌmbəl/
stake,/steɪk/
pike,/paɪk/
creeper,/ˈkripɚ/
lope,/loʊp/
nut,/nʌt/
nobility,/noʊˈbɪlɪti/
angry,/ˈæŋgri/
waver,/ˈweɪvɚ/
farming,/ˈfɑːrmɪŋ/
butchery,/ˈbʊtʃəri/
forte,/fɔrt/
carpentry,/ˈkɑrpəntri/
to,/tu; unstressed tʊ/
retardation,/ˌritɑrˈdeɪʃən/
talker,/ˈtɔːkər/
winery,/ˈwaɪnəri/
intermediate,/ˌɪntɚˈmidiɪt/
oat,/oʊt/
Scottish,/ˈskɑtɪʃ/
linkage,/ˈlɪŋkɪdʒ/
successor,/səkˈsɛsɚ/
captivity,/kæpˈtɪvɪti/
mail,/meɪl/
retirement,/rɪˈtaɪrmənt/
jammed,/ˈdʒæmd/
malaise,/mæˈleɪz/
aristocrat,/əˈrɪstəˌkræt/
inlet,/ˈɪnlɛt/
drummer,/ˈdrʌmɚ/
crane,/kreɪn/
exaggerate,/ɪgˈzædʒəˌreɪt/
interminable,/ɪnˈtɝmənəbəl/
Lebanese,/ˌlɛbəˈniz/
height,/haɪt/
drawer,/drɔr/
inoculation,/ɪˌnɑkjəˈleɪʃən/
dated,/ˈdeɪtɪd/
purely,/ˈpjʊrli/
Leo,/ˈliːəʊ/
auditorium,/ˌɔdɪˈtɔriəm/
improvisation,/ɪmˌprɑvəˈzeɪʃən/
nook,/nʊk/
stable,/ˈsteɪbəl/
bored,/bɔrd/
shout,/ʃaʊt/
tenner,/ˈtɛnər/
heath,/hiθ/
partly,/ˈpɑrtli/
china,/ˈtʃaɪnə/
maw,/mɔ/
calm,/kɑm/
hypocritical,/ˌhɪpəˈkrɪtɪkəl/
engineer,/ˌɛndʒəˈnɪr/
landlady,/ˈlændˌleɪdi/
referee,/ˌrɛfəˈri/
boo,/bu/
spoilage,/ˈspɔɪlɪdʒ/
eagerness,/ˈiːgərnɪs/
protective,/prəˈtɛktɪv/
arbitrary,/ˈɑrbɪˌtrɛri/
Armageddon,/ˌɑrməˈgɛdən/
pedestal,/ˈpɛdəstəl/
hasten,/ˈheɪsən/
whip,/hwɪp/
dormant,/ˈdɔrmənt/
smoothly,/ˈsmuːðli/
caw,/kɔ/
gem,/dʒɛm/
availability,/əˌveɪləˈbɪlɪti/
longing,/ˈlɔŋɪŋ/
bark,/bɑrk/
idiocy,/ˈɪdiəsi/
filing,/ˈfaɪlɪŋ/
cabin,/ˈkæbɪn/
noble,/ˈnoʊbəl/
stimulation,/ˌstɪmjəˈleɪʃən/
twinkle,/ˈtwɪŋkəl/
tidy,/ˈtaɪdi/
scientist,/ˈsaɪəntɪst/
masonry,/ˈmeɪsənri/
unfortunately,/ʌnˈfɔːrtʃʊnətli/
digging,/ˈdɪgɪŋ/
plenary,/ˈplinəri/
embassy,/ˈɛmbəsi/
translation,/trænsˈleɪʃən/
inheritance,/ɪnˈhɛrɪtəns/
sanction,/ˈsæŋkʃən/
overbearing,/ˌoʊvɚˈbɛrɪŋ/
huddle,/ˈhʌdəl/
fir,/fɝ/
crash,/kræʃ/
knuckle,/ˈnʌkəl/
celery,/ˈsɛləri/
result,/rɪˈzʌlt/
protector,/prəˈtɛktɚ/
contingency,/kənˈtɪndʒənsi/
shit,/ʃɪt/
gnarled,/nɑrld/
boiler,/ˈbɔɪlɚ/
inducement,/ɪnˈdusmənt/
estate,/ɪˈsteɪt/
steam,/stim/
tousled,/ˈtaʊzəld/
sedentary,/ˈsɛdənˌtɛri/
dogmatic,/dɔgˈmætɪk/
undaunted,/ʌnˈdɔntɪd/
herewith,/hɪrˈwɪθ/
understanding,/ˌʌndɚˈstændɪŋ/
worsen,/ˈwɝsən/
maturation,/ˌmætʃəˈreɪʃən/
patrimony,/ˈpætrəˌmoʊni/
horn,/hɔrn/
nod,/nɑd/
hawk,/hɔk/
muslin,/ˈmʌzlɪn/
delight,/dɪˈlaɪt/
bracken,/ˈbrækən/
tinted,/ˈtɪntɪd/
rival,/ˈraɪvəl/
worry,/ˈwɜri/
creepy,/ˈkripi/
alliance,/əˈlaɪəns/
malignant,/məˈlɪgnənt/
flared,/ˈflɛərd/
derivative,/dɪˈrɪvətɪv/
genie,/ˈdʒini/
digestion,/dɪˈdʒɛstʃən/
remedial,/rɪˈmidiəl/
thief,/θif/
bracket,/ˈbrækɪt/
institutional,/ˌɪnstɪˈtjuːʃənəl/
score,/skɔr/
presumptive,/prɪˈzʌmptɪv/
impact,/n. ˈɪmpækt; v. ɪmˈpækt/
knob,/nɑb/
retrieval,/rɪˈtrivəl/
melody,/ˈmɛlədi/
crater,/ˈkreɪtɚ/
sadness,/ˈsædnɪs/
fraught,/frɔt/
implication,/ˌɪmplɪˈkeɪʃən/
patience,/ˈpeɪʃəns/
parenthood,/ˈpɛərənthʊd/
commonly,/ˈkɒmənli/
nanny,/ˈnæni/
Yankee,/ˈjæŋki/
scoundrel,/ˈskaʊndrəl/
even,/ˈivən/
Molly,/ˈmɒli/
horrifying,/ˈhɒrɪfaɪɪŋ/
flea,/fli/
scourge,/skɝdʒ/
unchallenged,/ʌnˈtʃæləndʒd/
unimportant,/ˌʌnɪmˈpɔːrtənt/
without,/wɪðˈaʊt/
gun,/gʌn/
chino,/ˈtʃinoʊ/
revenge,/rɪˈvɛndʒ/
decision,/dɪˈsɪʒən/
decrease,/v. dɪˈkris; n. ˈdikris/
drastic,/ˈdræstɪk/
sameness,/ˈseɪmnɪs/
intimation,/ˌɪntəˈmeɪʃən/
with,/wɪθ/
inverse,/ɪnˈvɝs/
accretion,/əˈkriʃən/
apprehensive,/ˌæprɪˈhɛnsɪv/
skinny,/ˈskɪni/
integration,/ˌɪntɪˈgreɪʃən/
alertness,/əˈlɜːrtnɪs/
relevant,/ˈrɛləvənt/
abandoned,/əˈbændənd/
methodology,/ˌmɛθəˈdɑlədʒi/
ablaze,/əˈbleɪz/
degradation,/ˌdɛgrəˈdeɪʃən/
marketing,/ˈmɑrkɪtɪŋ/
workflow,/ˈwɜːkfləʊ/
spirited,/ˈspɪrɪtɪd/
typing,/ˈtaɪpɪŋ/
outlet,/ˈaʊtlɛt/
tailored,/ˈteɪlərd/
decadent,/ˈdɛkədənt/
Paris,/ˈpærɪs/
Saturn,/ˈsætɜːn/
participation,/pɑrˌtɪsəˈpeɪʃən/
camaraderie,/ˌkɑməˈrɑdəri/
attack,/əˈtæk/
crevice,/ˈkrɛvɪs/
sumptuous,/ˈsʌmptʃuəs/
recalcitrant,/rɪˈkælsɪtrənt/
municipal,/mjuˈnɪsəpəl/
factual,/ˈfæktʃuəl/
guffaw,/gəˈfɔ/
importer,/ɪmˈpɔːrtər/
dirge,/dɝdʒ/
peg,/pɛg/
gas,/gæs/
suited,/ˈsutɪd/
artistry,/ˈɑrtɪstri/
healthily,/ˈhɛlθəli/
excerpt,/ˈɛksɝpt/
chairman,/ˈtʃɛrmən/
piston,/ˈpɪstən/
razor,/ˈreɪzɚ/
pawnbroker,/ˈpɔnˌbroʊkɚ/
exodus,/ˈɛksədəs/
pow,/paʊ/
subsidiary,/səbˈsɪdiˌɛri/
pony,/ˈpoʊni/
uterus,/ˈjutərəs/
long,/lɔŋ/
classmate,/ˈklæsˌmeɪt/
respond,/rɪˈspɑnd/
habitable,/ˈhæbɪtəbəl/
fund,/fʌnd/
hiking,/ˈhaɪkɪŋ/
resale,/ˈriˌseɪl/
sufficiency,/səˈfɪʃənsɪ/
swerve,/swɝv/
requisition,/ˌrɛkwəˈzɪʃən/
serving,/ˈsɝvɪŋ/
descent,/dɪˈsɛnt/
somewhat,/ˈsʌmˌhwʌt/
play,/pleɪ/
insured,/ɪnˈʃʊrd/
junk,/dʒʌŋk/
along,/əˈlɔŋ/
indenture,/ɪnˈdɛntʃər/
haulage,/ˈhɔlɪdʒ/
driver,/ˈdraɪvɚ/
debate,/dɪˈbeɪt/
until,/ʌnˈtɪl/
outbreak,/ˈaʊtˌbreɪk/
stress,/strɛs/
unhappily,/ʌnˈhæpəli/
tantrum,/ˈtæntrəm/
stapler,/ˈsteɪplər/
finishing,/ˈfɪnɪʃɪŋ/
scuffle,/ˈskʌfəl/
nowadays,/ˈnaʊəˌdeɪz/
urgency,/ˈɜːrdʒənsi/
rare,/rɛr/
preach,/pritʃ/
satin,/ˈsætən/
fuss,/fʌs/
quart,/kwɔrt/
reasonably,/ˈrizənəbli/
lecture,/ˈlɛktʃɚ/
jug,/dʒʌg/
markedly,/ˈmɑrkɪdli/
payment,/ˈpeɪmənt/
livestock,/ˈlaɪvˌstɑk/
condemned,/kənˈdɛmd/
unsettling,/ʌnˈsɛtəlɪŋ/
alongside,/əˈlɔŋˈsaɪd/
sly,/slaɪ/
master,/ˈmæstɚ/
complicated,/ˈkɑmplɪˌkeɪtɪd/
renewable,/rɪˈnjuːəbəl/
Nigeria,/naɪˈdʒɪəriə/
boyhood,/ˈbɔɪhʊd/
breezy,/ˈbrizi/
accreditation,/əˌkrɛdɪˈteɪʃən/
intact,/ɪnˈtækt/
diligent,/ˈdɪlɪdʒənt/
chemist,/ˈkɛmɪst/
context,/ˈkɑntɛkst/
ironing,/ˈaɪɚnɪŋ/
yeah,/jɛə/
collation,/kəˈleɪʃən/
celebration,/ˌsɛlə ˈbreɪʃən/
conducive,/kənˈdusɪv/
transcription,/trænˈskrɪpʃən/
mulch,/mʌltʃ/
broadly,/ˈbrɔːdli/
necessarily,/ˌnɛsəˈsɛrəli/
conceited,/kənˈsitɪd/
surly,/ˈsɝli/
ceramic,/səˈræmɪk/
target,/ˈtɑrgɪt/
discovery,/dɪˈskʌvəri/
Swedish,/ˈswidɪʃ/
assistance,/əˈsɪstəns/
alchemy,/ˈælkəmi/
epithet,/ˈɛpəˌθɛt/
term,/tɝm/
freezer,/ˈfrizɚ/
organic,/ɔrˈgænɪk/
atrocity,/əˈtrɑsɪti/
verdict,/ˈvɝdɪkt/
dispensation,/ˌdɪspənˈseɪʃən/
squall,/skwɔl/
clientele,/ˌklaɪənˈtɛl/
degenerate,/v. dɪˈdʒɛnəˌreɪt; adj./
mauve,/moʊv/
citizenship,/ˈsɪtəzənˌʃɪp/
adaptable,/əˈdæptəbəl/
warning,/ˈwɔrnɪŋ/
magnet,/ˈmægnɪt/
genial,/ˈdʒinjəl/
careless,/ˈkɛrlɪs/
resilient,/rɪˈzɪljənt/
reappear,/ˌriəˈpɪr/
court,/kɔrt/
sundial,/ˈsʌnˌdaɪəl/
freak,/frik/
adversary,/ˈædvɚˌsɛri/
following,/ˈfɑloʊɪŋ/
deterrence,/dɪˈtɜrəns/
thirst,/θɝst/
retort,/rɪˈtɔrt/
gruesome,/ˈgrusəm/
fellowship,/ˈfɛloʊˌʃɪp/
rainstorm,/ˈreɪnˌstɔrm/
thereto,/ˌðɛəˈtuː/
essentially,/ɪˈsɛnʃəli/
sooner,/ˈsuːnər/
lipstick,/ˈlɪpˌstɪk/
autonomous,/ɔˈtɑnəməs/
deodorant,/diˈoʊdərənt/
prompting,/ˈprɒmptɪŋ/
heron,/ˈhɛrən/
rebel,/n./
audible,/ˈɔdəbəl/
weapon,/ˈwɛpən/
serpent,/ˈsɝpənt/
impromptu,/ɪmˈprɑmptu/
properly,/ˈprɒpərli/
tide,/taɪd/
proportion,/prəˈpɔrʃən/
obscurity,/ɑbˈskjʊrəti/
barrister,/ˈbærəstɚ/
finder,/ˈfaɪndə/
squalid,/ˈskwɑlɪd/
stiletto,/stɪˈlɛtoʊ/
honest,/ˈɑnɪst/
peaceful,/ˈpisfəl/
starlet,/ˈstɑrlɪt/
state,/steɪt/
impaired,/ɪmˈpɛərd/
attorney,/əˈtɝni/
cheat,/tʃit/
apart,/əˈpɑrt/
additional,/əˈdɪʃənəl/
incongruous,/ɪnˈkɑŋgruəs/
imbalance,/ɪmˈbæləns/
processing,/ˈprəʊsɛsɪŋ/
happenstance,/ˈhæpənˌstæns/
dash,/dæʃ/
efficient,/ɪˈfɪʃənt/
leather,/ˈlɛðɚ/
differential,/ˌdɪfəˈrɛnʃəl/
closure,/ˈkloʊʒɚ/
orchestra,/ˈɔrkəstrə/
sweet,/swit/
soaked,/ˈsəʊkt/
natural,/ˈnætʃərəl/
nonchalance,/ˈnɒnʃələns/
builder,/ˈbɪldɚ/
depletion,/dɪˈpliʃən/
errant,/ˈɛrənt/
novelist,/ˈnɑvəlɪst/
unimpressed,/ˌʌnɪmˈprɛst/
sacking,/ˈsækɪŋ/
sailor,/ˈseɪlɚ/
barbarian,/bɑrˈbɛriən/
hanger,/ˈhæŋɚ/
mass,/mæs/
disdain,/dɪsˈdeɪn/
randy,/ˈrændi/
tycoon,/taɪˈkun/
engaged,/ɛnˈgeɪdʒd/
secretary,/ˈsɛkrɪˌtɛri/
cursive,/ˈkɝsɪv/
sociable,/ˈsoʊʃəbəl/
personage,/ˈpɝsənɪdʒ/
uprising,/ˈʌpˌraɪzɪŋ/
peach,/ˈpiːtʃ/
confounded,/ˌkɑnˈfaʊndɪd/
illumination,/ɪˌluməˈneɪʃən/
section,/ˈsɛkʃən/
rotation,/rəʊˈteɪʃən/
Hindu,/ˈhɪndu/
masturbate,/ˈmæstɚbeɪt/
successful,/səkˈsɛsfəl/
compensation,/ˌkɑmpənˈseɪʃən/
astounding,/əˈstaʊndɪŋ/
openly,/ˈoʊpənli/
penis,/ˈpinɪs/
fab,/ˈfæb/
scrap,/skræp/
gunfire,/ˈgʌnˌfaɪr/
connectivity,/kɒnɛkˈtɪvəti/
awe,/ɔ/
infrastructure,/ˈɪnfrəˌstrʌktʃɚ/
very,/ˈvɛri/
pleasantly,/ˈplɛzəntli/
fowl,/faʊl/
shrewdly,/ˈʃruːdlɪ/
forlorn,/fɔrˈlɔrn/
guinea,/ˈɡɪni/
skilled,/skɪld/
fork,/fɔrk/
levity,/ˈlɛvɪti/
unhurt,/ˌʌnˈhɜːrt/
ticking,/ˈtɪkɪŋ/
afraid,/əˈfreɪd/
constellation,/ˌkɑnstəˈleɪʃən/
infinity,/ɪnˈfɪnɪti/
par,/pɑr/
elation,/ɪˈleɪʃən/
butterfly,/ˈbʌtɚˌflaɪ/
bulky,/ˈbʌlki/
inference,/ˈɪnfərəns/
howl,/haʊl/
sob,/sɑb/
hunting,/ˈhʌntɪŋ/
timetable,/ˈtaɪmˌteɪbəl/
schism,/ˈsɪzəm/
withering,/ˈwɪðərɪŋ/
clinic,/ˈklɪnɪk/
prat,/ˈpræt/
adventure,/ædˈvɛntʃɚ/
burdensome,/ˈbɝdənsəm/
prevalence,/ˈprɛvələns/
crying,/ˈkraɪɪŋ/
lowering,/ˈlaʊərɪŋ/
broadcasting,/ˈbrɔdˌkæstɪŋ/
homosexual,/ˌhoʊməˈsɛkʃuəl/
retail,/ˈriteɪl/
assortment,/əˈsɔrtmənt/
accustomed,/əˈkʌstəmd/
kinship,/ˈkɪnʃɪp/
pupil,/ˈpjupəl/
misconduct,/n. mɪsˈkɑndʌkt; v. ˌmɪskənˈdʌkt/
configuration,/kənˌfɪgjəˈreɪʃən/
astonishingly,/əˈstɒnɪʃɪŋli/
burner,/ˈbɝnɚ/
inefficient,/ˌɪnɪˈfɪʃənt/
unmistakable,/ˌʌnmɪˈsteɪkəbəl/
clapping,/ˈklæpɪŋ/
protocol,/ˈproʊtəˌkɔl/
witness,/ˈwɪtnɪs/
sickle,/ˈsɪkəl/
antiquated,/ˈæntɪˌkweɪtɪd/
turnpike,/ˈtɝnˌpaɪk/
fatality,/feɪˈtælɪti/
impregnable,/ɪmˈprɛgnəbəl/
cypress,/ˈsaɪprəs/
firmware,/ˈfɜːmˌwɛə/
nominee,/ˌnɑməˈni/
roundabout,/adj. ˌraʊndəˈbaʊt/
unfriendly,/ʌnˈfrɛndli/
possible,/ˈpɑsəbəl/
reptile,/ˈrɛptɪl/
creamy,/ˈkrimi/
genetic,/dʒəˈnɛtɪk/
recklessly,/ˈrɛkləsli/
comer,/ˈkʌmɚ/
punk,/pʌŋk/
rape,/reɪp/
chocolate,/ˈtʃɔkəlɪt/
pastor,/ˈpæstɚ/
flushed,/ˈflʌʃt/
packaging,/ˈpækɪdʒɪŋ/
compromise,/ˈkɑmprəˌmaɪz/
silent,/ˈsaɪlənt/
sin,/sɪn/
year,/jɪr/
gel,/dʒɛl/
portal,/ˈpɔrtəl/
tournament,/ˈtʊrnəmənt/
often,/ˈɔfən/
anguish,/ˈæŋgwɪʃ/
DIY,/ˌdiːaɪˈwaɪ/
practically,/ˈpræktɪkli/
thoughtfully,/ˈθɔːtfʊli/
stile,/staɪl/
sacred,/ˈseɪkrɪd/
forked,/fɔrkt/
likelihood,/ˈlaɪkliˌhʊd/
ungainly,/ʌnˈgeɪnli/
son,/sʌn/
saffron,/ˈsæfrən/
capo,/ˈkæpəʊ/
hemlock,/ˈhɛmˌlɑk/
Eden,/ˈiːdən/
camper,/ˈkæmpɚ/
enzyme,/ˈɛnzaɪm/
bag,/bæg/
primitive,/ˈprɪmɪtɪv/
cosmetic,/kɑzˈmɛtɪk/
easily,/ˈizəli/
empire,/ˈɛmpaɪr/
ambiguous,/æmˈbɪgjuəs/
poker,/ˈpoʊkɚ/
allocation,/ˌæləˈkeɪʃən/
archaic,/ɑrˈkeɪɪk/
composer,/kəmˈpoʊzɚ/
bouncing,/ˈbaʊnsɪŋ/
grassy,/ˈgræsi/
distant,/ˈdɪstənt/
desist,/dɪˈzɪst/
scoff,/skɔf/
merit,/ˈmɛrɪt/
continuous,/kənˈtɪnjuəs/
parole,/pəˈroʊl/
er,/ˈɜː/
doodle,/ˈdudəl/
inadvertent,/ˌɪnədˈvɝtənt/
overhead,/adv. ˈoʊvɚˈhɛd; adj./
iguana,/ɪˈgwɑnə/
cod,/kɑd/
rice,/raɪs/
other,/ˈʌðɚ/
someone,/ˈsʌmˌwʌn/
nurse,/nɝs/
prominently,/ˈprɒmɪnəntli/
sleepy,/ˈslipi/
NATO,/ˈneɪtoʊ/
excursion,/ɪkˈskɝʒən/
affectation,/ˌæfɛkˈteɪʃən/
there,/ðɛr; unstressed ðɚ/
protrude,/proʊˈtrud/
reproduce,/ˌriprəˈdus/
gaiety,/ˈgeɪɪti/
crispy,/ˈkrɪspi/
riot,/ˈraɪət/
twisting,/ˈtwɪstɪŋ/
song,/sɔŋ/
bond,/bɑnd/
flexible,/ˈflɛksəbəl/
ineffable,/ɪnˈɛfəbəl/
bunch,/bʌntʃ/
entitlement,/ɛnˈtaɪtəlmənt/
wheat,/hwit/
thriving,/ˈθraɪvɪŋ/
voting,/ˈvəʊtɪŋ/
dejected,/dɪˈdʒɛktɪd/
grasshopper,/ˈgræsˌhɑpɚ/
jealousy,/ˈdʒɛləsi/
decoration,/ˌdɛkəˈreɪʃən/
adventurer,/ædˈvɛntʃərɚ/
forgetful,/fɚˈgɛtfəl/
damn,/dæm/
temper,/ˈtɛmpɚ/
chant,/tʃænt/
consequential,/ˌkɑnsɪˈkwɛnʃəl/
absent,/adj. ˈæbsənt; v. æbˈsɛnt/
wrack,/ræk/
critically,/ˈkrɪtɪkli/
yourselves,/jəˈsɛlvz/
whoever,/huˈɛvɚ/
telling,/ˈtɛlɪŋ/
inhibited,/ɪnˈhɪbɪtɪd/
density,/ˈdɛnsɪti/
decease,/dɪˈsis/
blower,/ˈbloʊɚ/
auditor,/ˈɔdɪtɚ/
excellent,/ˈɛksələnt/
engineering,/ˌɛndʒəˈnɪrɪŋ/
daytime,/ˈdeɪˌtaɪm/
worthless,/ˈwɝθlɪs/
virtuous,/ˈvɝtʃuəs/
dang,/dæŋ/
estimation,/ˌɛstəˈmeɪʃən/
would,/wʊd; unstressed wəd/
finale,/fɪˈnæli/
me,/mi/
discord,/ˈdɪskɔrd/
pump,/pʌmp/
outset,/ˈaʊtˌsɛt/
patron,/ˈpeɪtrən/
only,/ˈoʊnli/
prospecting,/prəˈspɛktɪŋ/
indigenous,/ɪnˈdɪdʒənəs/
recycling,/ˌriːˈsaɪklɪŋ/
slaughter,/ˈslɔtɚ/
true,/tru/
vanilla,/vəˈnɪlə/
utopia,/juˈtoʊpiə/
plan,/plæn/
escape,/ɪˈskeɪp/
severely,/sɪˈvɪərli/
archer,/ˈɑrtʃɚ/
anarchist,/ˈænərkɪst/
hillside,/ˈhɪlˌsaɪd/
motherly,/ˈmʌðɚli/
flash,/flæʃ/
mania,/ˈmeɪniə/
collage,/kəˈlɑʒ/
noxious,/ˈnɑkʃəs/
degrading,/dɪˈgreɪdɪŋ/
problem,/ˈprɑbləm/
fishy,/ˈfɪʃi/
gluten,/ˈglutən/
texture,/ˈtɛkstʃɚ/
exceptional,/ɪkˈsɛpʃənəl/
sacrificial,/ˌsækrəˈfɪʃəl/
checklist,/ˈtʃɛkˌlɪst/
pant,/pænt/
porter,/ˈpɔrtɚ/
ill,/ɪl/
digestive,/dɪˈdʒɛstɪv/
exquisite,/ɪkˈskwɪzɪt/
Hawaii,/həˈwaɪi/
concept,/ˈkɑnsɛpt/
mossy,/ˈmɒsi/
helplessly,/ˈhɛlpləsli/
secondly,/ˈsɛkəndli/
ingrained,/ɪnˈgreɪnd/
deceptively,/dɪˈsɛptɪvli/
aid,/eɪd/
selfish,/ˈsɛlfɪʃ/
spec,/spɛk/
deprived,/dɪˈpraɪvd/
unforeseen,/ˌʌnfɔrˈsin/
subscriber,/səbˈskraɪbər/
irresistible,/ˌɪrɪˈzɪstəbəl/
Egyptian,/ɪˈdʒɪpʃən/
haggard,/ˈhægɚd/
ajar,/əˈdʒɑr/
supposed,/səˈpoʊzd/
enlargement,/ɛnˈlɑrdʒmənt/
unintentionally,/ˌʌnɪnˈtɛnʃənəli/
requisite,/ˈrɛkwəzɪt/
pan,/pæn/
arrive,/əˈraɪv/
weaving,/ˈwiːvɪŋ/
trite,/traɪt/
tongs,/tɔŋz/
cobweb,/ˈkɑbˌwɛb/
photography,/fəˈtɑgrəfi/
orgy,/ˈɔrdʒi/
painstaking,/ˈpeɪnzˌteɪkɪŋ/
gnome,/noʊm/
scatter,/ˈskætɚ/
trepidation,/ˌtrɛpɪˈdeɪʃən/
extraordinary,/ɪkˈstrɔrdənˌɛri/
unpaid,/ʌnˈpeɪd/
impatiently,/ɪmˈpeɪʃəntli/
gradually,/ˈgrædʒuəli/
seed,/sid/
factory,/ˈfæktəri/
capable,/ˈkeɪpəbəl/
stiffness,/ˈstɪfnɪs/
bullion,/ˈbʊljən/
harlot,/ˈhɑrlət/
fag,/fæg/
entertaining,/ˌɛntərˈteɪnɪŋ/
PM,/ˌpiːˈɛm/
operative,/ˈɑpərətɪv/
redemption,/rɪˈdɛmpʃən/
prospect,/ˈprɑspɛkt/
example,/ɪgˈzæmpəl/
both,/boʊθ/
convocation,/ˌkɑnvəˈkeɪʃən/
trifling,/ˈtraɪflɪŋ/
ottoman,/ˈɒtəmən/
through,/θru/
rehabilitation,/ˌriəˌbɪlɪˈteɪʃən/
baboon,/bæˈbun/
considered,/kənˈsɪdɚd/
flourish,/ˈflɜrɪʃ/
hallmark,/ˈhɔlˌmɑrk/
drilling,/ˈdrɪlɪŋ/
cluttered,/ˈklʌtərd/
gender,/ˈdʒɛndɚ/
swank,/swæŋk/
resignation,/ˌrɛzɪgˈneɪʃən/
strained,/streɪnd/
restatement,/ˌriːˈsteɪtmənt/
astonished,/əˈstɑnɪʃt/
vertigo,/ˈvɝtɪˌgoʊ/
belief,/bɪˈlif/
sister,/ˈsɪstɚ/
level,/ˈlɛvəl/
rung,/rʌŋ/
spell,/spɛl/
grubby,/ˈgrʌbi/
bookcase,/ˈbʊkˌkeɪs/
charred,/ˈtʃɑːrd/
flare,/flɛr/
contribute,/kənˈtrɪbjut/
OS,/ɒs/
sanctity,/ˈsæŋktɪti/
will,/wɪl/
dynamite,/ˈdaɪnəˌmaɪt/
acquiescence,/ˌækwiˈɛsəns/
salesman,/ˈseɪlzmən/
saucy,/ˈsɔsi/
tale,/teɪl/
hedge,/hɛdʒ/
storehouse,/ˈstɔrˌhaʊs/
flowering,/ˈflaʊərɪŋ/
allowance,/əˈlaʊəns/
witty,/ˈwɪti/
calve,/kæv/
wound,/wund/
whole,/hoʊl/
shallow,/ˈʃæloʊ/
threadbare,/ˈθrɛdˌbɛr/
him,/hɪm/
how,/haʊ/
equitable,/ˈɛkwɪtəbəl/
insulting,/ɪnˈsʌltɪŋ/
dietary,/ˈdaɪɪˌtɛri/
unwanted,/ʌnˈwɒntɪd/
disgruntled,/dɪsˈgrʌntəld/
compliment,/n. ˈkɑmpləmənt; v. ˈkɑmpləˌmɛnt/
stealth,/stɛlθ/
practicable,/ˈpræktɪkəbəl/
birth,/bɝθ/
typewriter,/ˈtaɪpˌraɪtɚ/
audacity,/ɔˈdæsɪti/
troubleshooting,/ˈtrʌbəlʃuːtɪŋ/
hence,/hɛns/
survey,/v. sɚˈveɪ; n. ˈsɝveɪ/
end,/ɛnd/
sway,/sweɪ/
troop,/trup/
investigator,/ɪnˈvɛstɪgeɪtər/
beaker,/ˈbikɚ/
rapture,/ˈræptʃɚ/
leaden,/ˈlɛdən/
farm,/fɑrm/
rainy,/ˈreɪni/
bounce,/baʊns/
refreshing,/rɪˈfrɛʃɪŋ/
revealing,/rɪˈvilɪŋ/
seminal,/ˈsɛmənəl/
chambermaid,/ˈtʃeɪmbərˌmeɪd/
amendment,/əˈmɛndmənt/
laughable,/ˈlæfəbəl/
trip,/trɪp/
leap,/lip/
recognition,/ˌrɛkəgˈnɪʃən/
their,/ðɛr; unstressed ðɚ/
dig,/dɪg/
enthralling,/ɪnˈθrɔːlɪŋ/
topography,/təˈpɑgrəfi/
cruiser,/ˈkruzɚ/
knock,/nɑk/
dullness,/ˈdʌlnɪs/
shack,/ʃæk/
trajectory,/trəˈdʒɛktəri/
turkey,/ˈtɝki/
metaphor,/ˈmɛtəˌfɔr/
ruthlessly,/ˈruːθləsli/
scheduler,/ˈskɛdʒʊələ/
October,/ɑkˈtoʊbɚ/
deteriorate,/dɪˈtɪriəˌreɪt/
awareness,/əˈwɛərnɪs/
partridge,/ˈpɑrtrɪdʒ/
curious,/ˈkjʊriəs/
disparate,/ˈdɪspərɪt/
destruction,/dɪˈstrʌkʃən/
cedar,/ˈsidɚ/
prose,/proʊz/
pleasure,/ˈplɛʒɚ/
cowboy,/ˈkaʊˌbɔɪ/
trinket,/ˈtrɪŋkɪt/
bride,/braɪd/
lighter,/ˈlaɪtɚ/
jeer,/dʒɪr/
immutable,/ɪˈmjutəbəl/
distracted,/dɪˈstræktɪd/
receiver,/rɪˈsivɚ/
contractor,/ˈkɑntræktɚ/
quip,/kwɪp/
debris,/dəˈbri/
debilitating,/dɪˈbɪlɪteɪtɪŋ/
Nazi,/ˈnɑtsi/
greedily,/ˈgridəli/
colleague,/ˈkɑlig/
visitor,/ˈvɪzɪtɚ/
lump,/lʌmp/
daisy,/ˈdeɪzi/
coy,/kɔɪ/
bear,/bɛr/
downpour,/ˈdaʊnˌpɔr/
rudimentary,/ˌrudəˈmɛntəri/
onion,/ˈʌnjən/
hunger,/ˈhʌŋgɚ/
wallpaper,/ˈwɔlˌpæpɚ/
institute,/ˈɪnstɪˌtut/
slop,/slɑp/
wonderland,/ˈwʌndɚˌlænd/
watchdog,/ˈwɑtʃˌdɑg/
palace,/ˈpælɪs/
predictable,/prɪˈdɪktəbəl/
