id,word,ipa,audio_path,ipa_clean
538,ambiguity,/ˌæmbɪˈgjuːɪti/,data/raw/phonemeref_data/audio/ambiguity/en1003488.mp3,æmbɪgjuɪti
539,ambiguous,/æmˈbɪgjuəs/,data/raw/phonemeref_data/audio/ambiguous/en002943.mp3,æmbɪgjuəs
540,ambition,/æmˈbɪʃən/,data/raw/phonemeref_data/audio/ambition/en002955.mp3,æmbɪʃən
541,ambitions,/æmˈbɪʃən/,data/raw/phonemeref_data/audio/ambitions/en002955.mp3,æmbɪʃən
542,ambitious,/æmˈbɪʃəs/,data/raw/phonemeref_data/audio/ambitious/en002969.mp3,æmbɪʃəs
543,ambivalence,/æmˈbɪvələns/,data/raw/phonemeref_data/audio/ambivalence/en1003492.mp3,æmbɪvələns
544,ambivalent,/æmˈbɪvələnt/,data/raw/phonemeref_data/audio/ambivalent/en1003508.mp3,æmbɪvələnt
545,ambulance,/ˈæmbjʊləns/,data/raw/phonemeref_data/audio/ambulance/en1003529.mp3,æmbjʊləns
546,ambulances,/ˈæmbjʊləns/,data/raw/phonemeref_data/audio/ambulances/en1003529.mp3,æmbjʊləns
547,ambush,/ˈæmbʊʃ/,data/raw/phonemeref_data/audio/ambush/en002971.mp3,æmbʊʃ
548,amelioration,/əˌmiːljəˈreɪʃən/,data/raw/phonemeref_data/audio/amelioration/en1003540.mp3,əmiljəreɪʃən
549,amen,/ˌɑːˈmɛn/,data/raw/phonemeref_data/audio/amen/en1003552.mp3,ɑmɛn
550,amenable,/əˈmiːnəbəl/,data/raw/phonemeref_data/audio/amenable/en002987.mp3,əminəbəl
551,amendment,/əˈmɛndmənt/,data/raw/phonemeref_data/audio/amendment/en003007.mp3,əmɛndmənt
552,amendments,/əˈmɛndmənt/,data/raw/phonemeref_data/audio/amendments/en003007.mp3,əmɛndmənt
553,America,/əˈmɛrɪkə/,data/raw/phonemeref_data/audio/America/en003027.mp3,əmɛrɪkə
554,American,/əˈmɛrɪkən/,data/raw/phonemeref_data/audio/American/en003033.mp3,əmɛrɪkən
555,americans,/əˈmɛrɪkən/,data/raw/phonemeref_data/audio/americans/en003033.mp3,əmɛrɪkən
556,americas,/əˈmɛrɪkə/,data/raw/phonemeref_data/audio/americas/en003027.mp3,əmɛrɪkə
557,amiable,/ˈeɪmiəbəl/,data/raw/phonemeref_data/audio/amiable/en003045.mp3,eɪmiəbəl
558,amicable,/ˈæmɪkəbəl/,data/raw/phonemeref_data/audio/amicable/en1003579.mp3,æmɪkəbəl
559,amiss,/əˈmɪs/,data/raw/phonemeref_data/audio/amiss/en003062.mp3,əmɪs
560,ammo,/ˈæməʊ/,data/raw/phonemeref_data/audio/ammo/en1003583.mp3,æmoʊ
561,ammonia,/əˈməʊniə/,data/raw/phonemeref_data/audio/ammonia/en1003592.mp3,əmoʊniə
562,ammunition,/ˌæmjʊˈnɪʃən/,data/raw/phonemeref_data/audio/ammunition/en1003607.mp3,æmjʊnɪʃən
563,amnesty,/ˈæmnɪsti/,data/raw/phonemeref_data/audio/amnesty/en1003618.mp3,æmnɪsti
564,amount,/əˈmaʊnt/,data/raw/phonemeref_data/audio/amount/en003096.mp3,əmaʊnt
565,amounts,/əˈmaʊnt/,data/raw/phonemeref_data/audio/amounts/en003096.mp3,əmaʊnt
566,amour,/æˈmʊər/,data/raw/phonemeref_data/audio/amour/en1003651.mp3,æmʊər
567,amours,/æˈmʊər/,data/raw/phonemeref_data/audio/amours/en1003651.mp3,æmʊər
568,amp,/ˈæmp/,data/raw/phonemeref_data/audio/amp/en1003663.mp3,æmp
569,ample,/ˈæmpəl/,data/raw/phonemeref_data/audio/ample/en003104.mp3,æmpəl
570,amplifier,/ˈæmplɪfaɪər/,data/raw/phonemeref_data/audio/amplifier/en1003690.mp3,æmplɪfaɪər
571,amused,/əˈmjuːzd/,data/raw/phonemeref_data/audio/amused/en003120.mp3,əmjuzd
572,amusement,/əˈmjuːzmənt/,data/raw/phonemeref_data/audio/amusement/en003131.mp3,əmjuzmənt
573,amusements,/əˈmjuːzmənt/,data/raw/phonemeref_data/audio/amusements/en003131.mp3,əmjuzmənt
574,amusing,/əˈmjuːzɪŋ/,data/raw/phonemeref_data/audio/amusing/en003140.mp3,əmjuzɪŋ
575,an,/ˈæn/,data/raw/phonemeref_data/audio/an/en003150.mp3,æn
576,anachronism,/əˈnækrənɪzəm/,data/raw/phonemeref_data/audio/anachronism/en1003733.mp3,ənækrənɪzəm
577,anachronisms,/əˈnækrənɪzəm/,data/raw/phonemeref_data/audio/anachronisms/en1003733.mp3,ənækrənɪzəm
578,analogous,/əˈnæləgəs/,data/raw/phonemeref_data/audio/analogous/en1003770.mp3,ənæləgəs
579,analogy,/əˈnælədʒi/,data/raw/phonemeref_data/audio/analogy/en1003795.mp3,ənælədʒi
580,analysis,/əˈnælɪsɪs/,data/raw/phonemeref_data/audio/analysis/en003167.mp3,ənælɪsɪs
581,analyst,/ˈænəlɪst/,data/raw/phonemeref_data/audio/analyst/en1003808.mp3,ænəlɪst
582,analysts,/ˈænəlɪst/,data/raw/phonemeref_data/audio/analysts/en1003808.mp3,ænəlɪst
583,analytics,/ˌænəˈlɪtɪk/,data/raw/phonemeref_data/audio/analytics/en1003818.mp3,ænəlɪtɪk
584,analytics,/ˌænəˈlɪtɪk/,data/raw/phonemeref_data/audio/analytics/en1003818.mp3,ænəlɪtɪk
585,analyzes,/ˈænəlaɪz/,data/raw/phonemeref_data/audio/analyzes/en003173.mp3,ænəlaɪz
586,anarchist,/ˈænərkɪst/,data/raw/phonemeref_data/audio/anarchist/en1003836.mp3,ænərkɪst
587,anarchists,/ˈænərkɪst/,data/raw/phonemeref_data/audio/anarchists/en1003836.mp3,ænərkɪst
588,anarchy,/ˈænərki/,data/raw/phonemeref_data/audio/anarchy/en1003840.mp3,ænərki
589,anatomy,/əˈnætəmi/,data/raw/phonemeref_data/audio/anatomy/en1003866.mp3,ənætəmi
590,ancestor,/ˈænsɛstər/,data/raw/phonemeref_data/audio/ancestor/en003183.mp3,ænsɛstər
591,ancestors,/ˈænsɛstər/,data/raw/phonemeref_data/audio/ancestors/en003183.mp3,ænsɛstər
592,ancestral,/ænˈsɛstrəl/,data/raw/phonemeref_data/audio/ancestral/en1003877.mp3,ænsɛstrəl
593,ancestry,/ˈænsɛstri/,data/raw/phonemeref_data/audio/ancestry/en1003882.mp3,ænsɛstri
594,anchor,/ˈæŋkər/,data/raw/phonemeref_data/audio/anchor/en003193.mp3,æŋkər
595,anchorage,/ˈæŋkərɪdʒ/,data/raw/phonemeref_data/audio/anchorage/en1003893.mp3,æŋkərɪdʒ
596,ancient,/ˈeɪnʃənt/,data/raw/phonemeref_data/audio/ancient/en003206.mp3,eɪnʃənt
597,ancillary,/ænˈsɪləri/,data/raw/phonemeref_data/audio/ancillary/en003210.mp3,ænsɪləri
598,and,/ˈænd/,data/raw/phonemeref_data/audio/and/en003223.mp3,ænd
599,anecdote,/ˈænɪkdəʊt/,data/raw/phonemeref_data/audio/anecdote/en1003931.mp3,ænɪkdoʊt
600,anecdotes,/ˈænɪkdəʊt/,data/raw/phonemeref_data/audio/anecdotes/en1003931.mp3,ænɪkdoʊt
601,anew,/əˈnjuː/,data/raw/phonemeref_data/audio/anew/en003233.mp3,ənju
602,angel,/ˈeɪndʒəl/,data/raw/phonemeref_data/audio/angel/en003240.mp3,eɪndʒəl
603,angels,/ˈeɪndʒəl/,data/raw/phonemeref_data/audio/angels/en003240.mp3,eɪndʒəl
604,anger,/ˈæŋgər/,data/raw/phonemeref_data/audio/anger/en003259.mp3,æŋgər
605,angle,/ˈæŋɡəl/,data/raw/phonemeref_data/audio/angle/en003266.mp3,æŋgəl
606,angling,/ˈæŋglɪŋ/,data/raw/phonemeref_data/audio/angling/en1004006.mp3,æŋglɪŋ
607,angrily,/ˈæŋgrɪli/,data/raw/phonemeref_data/audio/angrily/en003278.mp3,æŋgrɪli
608,angry,/ˈæŋgri/,data/raw/phonemeref_data/audio/angry/en003280.mp3,æŋgri
609,angst,/ˈæŋst/,data/raw/phonemeref_data/audio/angst/en1004019.mp3,æŋst
610,anguish,/ˈæŋgwɪʃ/,data/raw/phonemeref_data/audio/anguish/en003296.mp3,æŋgwɪʃ
611,anguished,/ˈæŋgwɪʃt/,data/raw/phonemeref_data/audio/anguished/en1004029.mp3,æŋgwɪʃt
612,animal,/ˈænɪməl/,data/raw/phonemeref_data/audio/animal/en003308.mp3,ænɪməl
613,animals,/ˈænɪməl/,data/raw/phonemeref_data/audio/animals/en003308.mp3,ænɪməl
614,animated,/ˈænɪmeɪtɪd/,data/raw/phonemeref_data/audio/animated/en1004038.mp3,ænɪmeɪtɪd
615,animation,/ˌænɪˈmeɪʃən/,data/raw/phonemeref_data/audio/animation/en1004042.mp3,ænɪmeɪʃən
616,animations,/ˌænɪˈmeɪʃən/,data/raw/phonemeref_data/audio/animations/en1004042.mp3,ænɪmeɪʃən
617,animosity,/ˌænɪˈmɒsɪti/,data/raw/phonemeref_data/audio/animosity/en1004058.mp3,ænɪmɒsɪti
618,ankle,/ˈæŋkəl/,data/raw/phonemeref_data/audio/ankle/en003310.mp3,æŋkəl
619,ankles,/ˈæŋkəl/,data/raw/phonemeref_data/audio/ankles/en003310.mp3,æŋkəl
620,annihilation,/əˌnaɪɪˈleɪʃən/,data/raw/phonemeref_data/audio/annihilation/en1004093.mp3,ənaɪɪleɪʃən
621,anniversary,/ˌænɪˈvɜːrsəri/,data/raw/phonemeref_data/audio/anniversary/en003339.mp3,ænɪvɜrsəri
622,annotation,/ˌænəʊˈteɪʃən/,data/raw/phonemeref_data/audio/annotation/en1004118.mp3,ænoʊteɪʃən
623,announcement,/əˈnaʊnsmənt/,data/raw/phonemeref_data/audio/announcement/en003350.mp3,ənaʊnsmənt
624,announcements,/əˈnaʊnsmənt/,data/raw/phonemeref_data/audio/announcements/en003350.mp3,ənaʊnsmənt
625,announcer,/əˈnaʊnsər/,data/raw/phonemeref_data/audio/announcer/en1004122.mp3,ənaʊnsər
626,announces,/əˈnaʊns/,data/raw/phonemeref_data/audio/announces/en003348.mp3,ənaʊns
627,annoyance,/əˈnɔɪəns/,data/raw/phonemeref_data/audio/annoyance/en003366.mp3,ənɔɪəns
628,annoying,/əˈnɔɪɪŋ/,data/raw/phonemeref_data/audio/annoying/en003383.mp3,ənɔɪɪŋ
629,annual,/ˈænjuəl/,data/raw/phonemeref_data/audio/annual/en003397.mp3,ænjuəl
630,annually,/ˈænjuəli/,data/raw/phonemeref_data/audio/annually/en1004139.mp3,ænjuəli
631,annuity,/əˈnjuːɪti/,data/raw/phonemeref_data/audio/annuity/en1004141.mp3,ənjuɪti
632,annum,/ˈænəm/,data/raw/phonemeref_data/audio/annum/en1004176.mp3,ænəm
633,anoints,/əˈnɔɪnt/,data/raw/phonemeref_data/audio/anoints/en1004183.mp3,ənɔɪnt
634,anomaly,/əˈnɒməli/,data/raw/phonemeref_data/audio/anomaly/en1004192.mp3,ənɒməli
635,anonymity,/ˌænɒˈnɪmɪti/,data/raw/phonemeref_data/audio/anonymity/en1004226.mp3,ænɒnɪmɪti
636,anonymous,/əˈnɒnɪməs/,data/raw/phonemeref_data/audio/anonymous/en1004230.mp3,ənɒnɪməs
637,anonymously,/əˈnɒnɪməsli/,data/raw/phonemeref_data/audio/anonymously/en1004241.mp3,ənɒnɪməsli
638,another,/əˈnʌðər/,data/raw/phonemeref_data/audio/another/en003407.mp3,ənʌðər
639,answer,/ˈɑːnsər/,data/raw/phonemeref_data/audio/answer/en003417.mp3,ɑnsər
640,answers,/ˈɑːnsər/,data/raw/phonemeref_data/audio/answers/en003417.mp3,ɑnsər
641,ant,/ˈænt/,data/raw/phonemeref_data/audio/ant/en003429.mp3,ænt
642,antagonist,/ænˈtægənɪst/,data/raw/phonemeref_data/audio/antagonist/en1004287.mp3,æntægənɪst
643,antagonists,/ænˈtægənɪst/,data/raw/phonemeref_data/audio/antagonists/en1004287.mp3,æntægənɪst
644,Antarctica,/æntˈɑːrktɪkə/,data/raw/phonemeref_data/audio/Antarctica/en1004297.mp3,æntɑrktɪkə
645,ante,/ˈænti/,data/raw/phonemeref_data/audio/ante/en003437.mp3,ænti
646,antecedent,/ˌæntiˈsiːdənt/,data/raw/phonemeref_data/audio/antecedent/en1004319.mp3,æntisidənt
647,antelope,/ˈæntɪləʊp/,data/raw/phonemeref_data/audio/antelope/en1004327.mp3,æntɪloʊp
648,anterior,/ænˈtɪərɪər/,data/raw/phonemeref_data/audio/anterior/en003444.mp3,æntɪərɪər
649,anthem,/ˈænθəm/,data/raw/phonemeref_data/audio/anthem/en003452.mp3,ænθəm
650,anthems,/ˈænθəm/,data/raw/phonemeref_data/audio/anthems/en003452.mp3,ænθəm
651,anthology,/ænˈθɒlədʒi/,data/raw/phonemeref_data/audio/anthology/en1004340.mp3,ænθɒlədʒi
652,anthropologist,/ˌænθrəˈpɒlədʒɪst/,data/raw/phonemeref_data/audio/anthropologist/en1004366.mp3,ænθrəpɒlədʒɪst
653,anthropologists,/ˌænθrəˈpɒlədʒɪst/,data/raw/phonemeref_data/audio/anthropologists/en1004366.mp3,ænθrəpɒlədʒɪst
654,anthropology,/ˌænθrəˈpɒlədʒi/,data/raw/phonemeref_data/audio/anthropology/en1004376.mp3,ænθrəpɒlədʒi
655,anti,/ˈænti/,data/raw/phonemeref_data/audio/anti/en1004386.mp3,ænti
656,antibiotic,/ˌæntibaɪˈɒtɪk/,data/raw/phonemeref_data/audio/antibiotic/en1004393.mp3,æntibaɪɒtɪk
657,antibiotics,/ˌæntibaɪˈɒtɪk/,data/raw/phonemeref_data/audio/antibiotics/en1004393.mp3,æntibaɪɒtɪk
658,anticipates,/ænˈtɪsɪpeɪt/,data/raw/phonemeref_data/audio/anticipates/en003466.mp3,æntɪsɪpeɪt
659,anticipation,/ænˌtɪsɪˈpeɪʃən/,data/raw/phonemeref_data/audio/anticipation/en1004419.mp3,æntɪsɪpeɪʃən
660,anticipations,/ænˌtɪsɪˈpeɪʃən/,data/raw/phonemeref_data/audio/anticipations/en1004419.mp3,æntɪsɪpeɪʃən
661,antidote,/ˈæntidəʊt/,data/raw/phonemeref_data/audio/antidote/en1004422.mp3,æntidoʊt
662,antiquated,/ˈæntɪkweɪtɪd/,data/raw/phonemeref_data/audio/antiquated/en1004446.mp3,æntɪkweɪtɪd
663,antique,/ænˈtiːk/,data/raw/phonemeref_data/audio/antique/en003475.mp3,æntik
664,antiques,/ænˈtiːk/,data/raw/phonemeref_data/audio/antiques/en003475.mp3,æntik
665,antiquity,/ænˈtɪkwɪti/,data/raw/phonemeref_data/audio/antiquity/en1004457.mp3,æntɪkwɪti
666,antiseptic,/ˌæntiˈsɛptɪk/,data/raw/phonemeref_data/audio/antiseptic/en1004465.mp3,æntisɛptɪk
667,antisocial,/ˌæntiˈsəʊʃəl/,data/raw/phonemeref_data/audio/antisocial/en1004477.mp3,æntisoʊʃəl
668,antitrust,/ˌæntiˈtrʌst/,data/raw/phonemeref_data/audio/antitrust/en1004491.mp3,æntitrʌst
669,antler,/ˈæntlə/,data/raw/phonemeref_data/audio/antler/en1004508.mp3,æntlə
670,ants,/ˈænt/,data/raw/phonemeref_data/audio/ants/en003429.mp3,ænt
671,anvil,/ˈænvɪl/,data/raw/phonemeref_data/audio/anvil/en1004541.mp3,ænvɪl
672,anxiety,/æŋˈzaɪɪti/,data/raw/phonemeref_data/audio/anxiety/en003488.mp3,æŋzaɪɪti
673,anxious,/ˈæŋkʃəs/,data/raw/phonemeref_data/audio/anxious/en003498.mp3,æŋkʃəs
674,anxiously,/ˈæŋkʃəsli/,data/raw/phonemeref_data/audio/anxiously/en1004550.mp3,æŋkʃəsli
675,any,/ˈɛni/,data/raw/phonemeref_data/audio/any/en003504.mp3,ɛni
676,anybody,/ˈɛnibɒdi/,data/raw/phonemeref_data/audio/anybody/en003517.mp3,ɛnibɒdi
677,anyhow,/ˈɛnihaʊ/,data/raw/phonemeref_data/audio/anyhow/en003525.mp3,ɛnihaʊ
678,anyone,/ˈɛniwʌn/,data/raw/phonemeref_data/audio/anyone/en003544.mp3,ɛniwʌn
679,anything,/ˈɛniθɪŋ/,data/raw/phonemeref_data/audio/anything/en003554.mp3,ɛniθɪŋ
680,anytime,/ˌɛniˈtaɪm/,data/raw/phonemeref_data/audio/anytime/en003566.mp3,ɛnitaɪm
681,anyway,/ˈɛniweɪ/,data/raw/phonemeref_data/audio/anyway/en003576.mp3,ɛniweɪ
682,anywhere,/ˈɛnihwɛər/,data/raw/phonemeref_data/audio/anywhere/en003580.mp3,ɛnihwɛər
683,AP,/eɪpiː /,data/raw/phonemeref_data/audio/AP/en1004560.mp3,eɪpi
684,apart,/əˈpɑːrt/,data/raw/phonemeref_data/audio/apart/en003598.mp3,əpɑrt
685,apartheid,/əˈpɑːrthaɪt/,data/raw/phonemeref_data/audio/apartheid/en1004584.mp3,əpɑrthaɪt
686,apartment,/əˈpɑːrtmənt/,data/raw/phonemeref_data/audio/apartment/en003602.mp3,əpɑrtmənt
687,apartments,/əˈpɑːrtmənt/,data/raw/phonemeref_data/audio/apartments/en003602.mp3,əpɑrtmənt
688,apathy,/ˈæpəθi/,data/raw/phonemeref_data/audio/apathy/en1004604.mp3,æpəθi
689,ape,/ˈeɪp/,data/raw/phonemeref_data/audio/ape/en003618.mp3,eɪp
690,aperture,/ˈæpərtʃər/,data/raw/phonemeref_data/audio/aperture/en1004620.mp3,æpərtʃər
691,apes,/ˈeɪp/,data/raw/phonemeref_data/audio/apes/en003618.mp3,eɪp
692,apiece,/əˈpiːs/,data/raw/phonemeref_data/audio/apiece/en1004631.mp3,əpis
693,apocalypse,/əˈpɒkəlɪps/,data/raw/phonemeref_data/audio/apocalypse/en1004656.mp3,əpɒkəlɪps
694,apologetic,/əˌpɒləˈdʒɛtɪk/,data/raw/phonemeref_data/audio/apologetic/en003633.mp3,əpɒlədʒɛtɪk
695,apology,/əˈpɒlədʒi/,data/raw/phonemeref_data/audio/apology/en003651.mp3,əpɒlədʒi
696,apostles,/əˈpɒsəl/,data/raw/phonemeref_data/audio/apostles/en1004675.mp3,əpɒsəl
697,apostrophe,/əˈpɒstrəfi/,data/raw/phonemeref_data/audio/apostrophe/en1004682.mp3,əpɒstrəfi
698,apothecary,/əˈpɒθɪkri/,data/raw/phonemeref_data/audio/apothecary/en1004694.mp3,əpɒθɪkri
699,app,/æp/,data/raw/phonemeref_data/audio/app/en1004703.mp3,æp
700,appalled,/əˈpɔːld/,data/raw/phonemeref_data/audio/appalled/en003660.mp3,əpɔld
701,appalling,/əˈpɔːlɪŋ/,data/raw/phonemeref_data/audio/appalling/en003674.mp3,əpɔlɪŋ
702,apparatus,/ˌæpəˈreɪtəs/,data/raw/phonemeref_data/audio/apparatus/en1004729.mp3,æpəreɪtəs
703,apparel,/əˈpærəl/,data/raw/phonemeref_data/audio/apparel/en003684.mp3,əpærəl
704,apparent,/əˈpærənt/,data/raw/phonemeref_data/audio/apparent/en003692.mp3,əpærənt
705,apparently,/əˈpærəntli/,data/raw/phonemeref_data/audio/apparently/en003707.mp3,əpærəntli
706,apparition,/ˌæpəˈrɪʃən/,data/raw/phonemeref_data/audio/apparition/en1004737.mp3,æpərɪʃən
707,apparitions,/ˌæpəˈrɪʃən/,data/raw/phonemeref_data/audio/apparitions/en1004737.mp3,æpərɪʃən
708,appeal,/əˈpiːl/,data/raw/phonemeref_data/audio/appeal/en003714.mp3,əpil
709,appealing,/əˈpiːlɪŋ/,data/raw/phonemeref_data/audio/appealing/en003729.mp3,əpilɪŋ
710,appeals,/əˈpiːl/,data/raw/phonemeref_data/audio/appeals/en003714.mp3,əpil
711,appear,/əˈpɪər/,data/raw/phonemeref_data/audio/appear/en003731.mp3,əpɪər
712,appearance,/əˈpɪərəns/,data/raw/phonemeref_data/audio/appearance/en003745.mp3,əpɪərəns
713,appearances,/əˈpɪərəns/,data/raw/phonemeref_data/audio/appearances/en003745.mp3,əpɪərəns
714,appears,/əˈpɪər/,data/raw/phonemeref_data/audio/appears/en003731.mp3,əpɪər
715,appeasement,/əˈpiːzmənt/,data/raw/phonemeref_data/audio/appeasement/en1004747.mp3,əpizmənt
716,appendages,/əˈpɛndɪdʒ/,data/raw/phonemeref_data/audio/appendages/en1004750.mp3,əpɛndɪdʒ
717,appendix,/əˈpɛndɪks/,data/raw/phonemeref_data/audio/appendix/en003776.mp3,əpɛndɪks
718,appends,/əˈpɛnd/,data/raw/phonemeref_data/audio/appends/en003763.mp3,əpɛnd
719,appetite,/ˈæpɪtaɪt/,data/raw/phonemeref_data/audio/appetite/en003785.mp3,æpɪtaɪt
720,appetites,/ˈæpɪtaɪt/,data/raw/phonemeref_data/audio/appetites/en003785.mp3,æpɪtaɪt
721,applaud,/əˈplɔːd/,data/raw/phonemeref_data/audio/applaud/en1004773.mp3,əplɔd
722,applause,/əˈplɔːz/,data/raw/phonemeref_data/audio/applause/en1004781.mp3,əplɔz
723,apple,/ˈæpəl/,data/raw/phonemeref_data/audio/apple/en003808.mp3,æpəl
724,apples,/ˈæpəl/,data/raw/phonemeref_data/audio/apples/en003808.mp3,æpəl
725,appliance,/əˈplaɪəns/,data/raw/phonemeref_data/audio/appliance/en003811.mp3,əplaɪəns
726,appliances,/əˈplaɪəns/,data/raw/phonemeref_data/audio/appliances/en003811.mp3,əplaɪəns
727,applicable,/əˈplɪkəbəl/,data/raw/phonemeref_data/audio/applicable/en003821.mp3,əplɪkəbəl
728,applicant,/ˈæplɪkənt/,data/raw/phonemeref_data/audio/applicant/en003831.mp3,æplɪkənt
729,applicants,/ˈæplɪkənt/,data/raw/phonemeref_data/audio/applicants/en003831.mp3,æplɪkənt
730,application,/ˌæplɪˈkeɪʃən/,data/raw/phonemeref_data/audio/application/en003840.mp3,æplɪkeɪʃən
731,applications,/ˌæplɪˈkeɪʃən/,data/raw/phonemeref_data/audio/applications/en003840.mp3,æplɪkeɪʃən
732,applied,/əˈplaɪd/,data/raw/phonemeref_data/audio/applied/en003852.mp3,əplaɪd
733,appointed,/əˈpɔɪntɪd/,data/raw/phonemeref_data/audio/appointed/en003886.mp3,əpɔɪntɪd
734,appointment,/əˈpɔɪntmənt/,data/raw/phonemeref_data/audio/appointment/en003898.mp3,əpɔɪntmənt
735,appointments,/əˈpɔɪntmənt/,data/raw/phonemeref_data/audio/appointments/en003898.mp3,əpɔɪntmənt
736,appoints,/əˈpɔɪnt/,data/raw/phonemeref_data/audio/appoints/en003876.mp3,əpɔɪnt
737,apportionment,/əˈpɔːrʃənmənt/,data/raw/phonemeref_data/audio/apportionment/en1004829.mp3,əpɔrʃənmənt
738,apportionments,/əˈpɔːrʃənmənt/,data/raw/phonemeref_data/audio/apportionments/en1004829.mp3,əpɔrʃənmənt
739,appraisal,/əˈpreɪzəl/,data/raw/phonemeref_data/audio/appraisal/en003907.mp3,əpreɪzəl
740,appraisals,/əˈpreɪzəl/,data/raw/phonemeref_data/audio/appraisals/en003907.mp3,əpreɪzəl
741,appreciable,/əˈpriːʃəbəl/,data/raw/phonemeref_data/audio/appreciable/en1004838.mp3,əpriʃəbəl
742,appreciation,/əˌpriːʃiˈeɪʃən/,data/raw/phonemeref_data/audio/appreciation/en003946.mp3,əpriʃieɪʃən
743,appreciations,/əˌpriːʃiˈeɪʃən/,data/raw/phonemeref_data/audio/appreciations/en003946.mp3,əpriʃieɪʃən
744,apprehension,/ˌæprɪˈhɛnʃən/,data/raw/phonemeref_data/audio/apprehension/en1004862.mp3,æprɪhɛnʃən
745,apprehensions,/ˌæprɪˈhɛnʃən/,data/raw/phonemeref_data/audio/apprehensions/en1004862.mp3,æprɪhɛnʃən
746,apprehensive,/ˌæprɪˈhɛnsɪv/,data/raw/phonemeref_data/audio/apprehensive/en003953.mp3,æprɪhɛnsɪv
747,apprentice,/əˈprɛntɪs/,data/raw/phonemeref_data/audio/apprentice/en003964.mp3,əprɛntɪs
748,apprentices,/əˈprɛntɪs/,data/raw/phonemeref_data/audio/apprentices/en003964.mp3,əprɛntɪs
749,apprenticeship,/əˈprɛntɪsʃɪp/,data/raw/phonemeref_data/audio/apprenticeship/en003971.mp3,əprɛntɪsʃɪp
750,approach,/əˈprəʊtʃ/,data/raw/phonemeref_data/audio/approach/en003985.mp3,əproʊtʃ
751,approachable,/əˈprəʊtʃəbəl/,data/raw/phonemeref_data/audio/approachable/en003994.mp3,əproʊtʃəbəl
752,approaching,/əˈprəʊtʃɪŋ/,data/raw/phonemeref_data/audio/approaching/en004001.mp3,əproʊtʃɪŋ
753,appropriate,/əˈprəʊpriət/,data/raw/phonemeref_data/audio/appropriate/en004017.mp3,əproʊpriət
754,appropriation,/əˌprəʊpriˈeɪʃən/,data/raw/phonemeref_data/audio/appropriation/en1004897.mp3,əproʊprieɪʃən
755,appropriations,/əˌprəʊpriˈeɪʃən/,data/raw/phonemeref_data/audio/appropriations/en1004897.mp3,əproʊprieɪʃən
756,approval,/əˈpruːvəl/,data/raw/phonemeref_data/audio/approval/en004025.mp3,əpruvəl
757,approvals,/əˈpruːvəl/,data/raw/phonemeref_data/audio/approvals/en004025.mp3,əpruvəl
758,approve,/əˈpruːv/,data/raw/phonemeref_data/audio/approve/en004034.mp3,əpruv
759,approves,/əˈpruːv/,data/raw/phonemeref_data/audio/approves/en004034.mp3,əpruv
760,approving,/əˈpruːvɪŋ/,data/raw/phonemeref_data/audio/approving/en1004907.mp3,əpruvɪŋ
761,approximate,/əˈprɒksɪmət/,data/raw/phonemeref_data/audio/approximate/en1004915.mp3,əprɒksɪmət
762,approximately,/əˈprɒksɪmətli/,data/raw/phonemeref_data/audio/approximately/en004048.mp3,əprɒksɪmətli
763,approximation,/əˌprɒksɪˈmeɪʃən/,data/raw/phonemeref_data/audio/approximation/en1004928.mp3,əprɒksɪmeɪʃən
764,approximations,/əˌprɒksɪˈmeɪʃən/,data/raw/phonemeref_data/audio/approximations/en1004928.mp3,əprɒksɪmeɪʃən
765,apps,/æp/,data/raw/phonemeref_data/audio/apps/en1004703.mp3,æp
766,apricot,/ˈeɪprɪkɒt/,data/raw/phonemeref_data/audio/apricot/en004056.mp3,eɪprɪkɒt
767,apricots,/ˈeɪprɪkɒt/,data/raw/phonemeref_data/audio/apricots/en004056.mp3,eɪprɪkɒt
768,April,/ˈeɪprɪl/,data/raw/phonemeref_data/audio/April/en004066.mp3,eɪprɪl
769,apron,/ˈeɪprən/,data/raw/phonemeref_data/audio/apron/en004079.mp3,eɪprən
770,aprons,/ˈeɪprən/,data/raw/phonemeref_data/audio/aprons/en004079.mp3,eɪprən
771,apt,/ˈæpt/,data/raw/phonemeref_data/audio/apt/en004086.mp3,æpt
772,aptitude,/ˈæptɪtjuːd/,data/raw/phonemeref_data/audio/aptitude/en1004946.mp3,æptɪtjud
773,aptitudes,/ˈæptɪtjuːd/,data/raw/phonemeref_data/audio/aptitudes/en1004946.mp3,æptɪtjud
774,aptly,/ˈæptli/,data/raw/phonemeref_data/audio/aptly/en1004959.mp3,æptli
775,aquarium,/əˈkwɛəriəm/,data/raw/phonemeref_data/audio/aquarium/en004094.mp3,əkwɛəriəm
776,aquatic,/əˈkwætɪk/,data/raw/phonemeref_data/audio/aquatic/en1004961.mp3,əkwætɪk
777,aqueducts,/ˈækwɪdʌkt/,data/raw/phonemeref_data/audio/aqueducts/en1004973.mp3,ækwɪdʌkt
778,aqueous,/ˈeɪkwiəs/,data/raw/phonemeref_data/audio/aqueous/en1004982.mp3,eɪkwiəs
779,Arab,/ˈærəb/,data/raw/phonemeref_data/audio/Arab/en1004994.mp3,ærəb
780,Arabian,/əˈreɪbiən/,data/raw/phonemeref_data/audio/Arabian/en1005001.mp3,əreɪbiən
