id,word,ipa,audio_path
1634,bottles,/ˈbɒtəl/,data/raw/phonemeref_data/audio/bottles/en009802.mp3
1635,bottom,/ˈbɒtəm/,data/raw/phonemeref_data/audio/bottom/en009810.mp3
1636,bottomless,/ˈbɒtəmləs/,data/raw/phonemeref_data/audio/bottomless/en1010476.mp3
1637,bottoms,/ˈbɒtəm/,data/raw/phonemeref_data/audio/bottoms/en009810.mp3
1638,bough,/ˈbaʊ/,data/raw/phonemeref_data/audio/bough/en009831.mp3
1639,boulder,/ˈbəʊldər/,data/raw/phonemeref_data/audio/boulder/en009855.mp3
1640,boulders,/ˈbəʊldər/,data/raw/phonemeref_data/audio/boulders/en009855.mp3
1641,boulevard,/ˈbuːləvɑːrd/,data/raw/phonemeref_data/audio/boulevard/en1010482.mp3
1642,boulevards,/ˈbuːləvɑːrd/,data/raw/phonemeref_data/audio/boulevards/en1010482.mp3
1643,bounce,/ˈbaʊns/,data/raw/phonemeref_data/audio/bounce/en009866.mp3
1644,bouncer,/ˈbaʊnsər/,data/raw/phonemeref_data/audio/bouncer/en009874.mp3
1645,bounces,/ˈbaʊns/,data/raw/phonemeref_data/audio/bounces/en009866.mp3
1646,bouncing,/ˈbaʊnsɪŋ/,data/raw/phonemeref_data/audio/bouncing/en009885.mp3
1647,boundary,/ˈbaʊndəri/,data/raw/phonemeref_data/audio/boundary/en009901.mp3
1648,boundless,/ˈbaʊndləs/,data/raw/phonemeref_data/audio/boundless/en1010513.mp3
1649,bountiful,/ˈbaʊntɪfʊl/,data/raw/phonemeref_data/audio/bountiful/en1010528.mp3
1650,bounty,/ˈbaʊnti/,data/raw/phonemeref_data/audio/bounty/en009916.mp3
1651,bourbon,/ˈbɜːbən/,data/raw/phonemeref_data/audio/bourbon/en1010539.mp3
1652,bourbons,/ˈbɜːbən/,data/raw/phonemeref_data/audio/bourbons/en1010539.mp3
1653,bourgeois,/bʊərˈʒwɑː/,data/raw/phonemeref_data/audio/bourgeois/en1010542.mp3
1654,boutique,/buːˈtiːk/,data/raw/phonemeref_data/audio/boutique/en1010561.mp3
1655,bower,/ˈbaʊər/,data/raw/phonemeref_data/audio/bower/en1010583.mp3
1656,bowers,/ˈbaʊər/,data/raw/phonemeref_data/audio/bowers/en1010583.mp3
1657,boxed,/ˈbɒkst/,data/raw/phonemeref_data/audio/boxed/en1010627.mp3
1658,boxing,/ˈbɒksɪŋ/,data/raw/phonemeref_data/audio/boxing/en1010639.mp3
1659,boy,/ˈbɔɪ/,data/raw/phonemeref_data/audio/boy/en010019.mp3
1660,boycotts,/ˈbɔɪkɒt/,data/raw/phonemeref_data/audio/boycotts/en010025.mp3
1661,boyfriend,/ˈbɔɪfrɛnd/,data/raw/phonemeref_data/audio/boyfriend/en010037.mp3
1662,boyfriends,/ˈbɔɪfrɛnd/,data/raw/phonemeref_data/audio/boyfriends/en010037.mp3
1663,boyhood,/ˈbɔɪhʊd/,data/raw/phonemeref_data/audio/boyhood/en1010640.mp3
1664,boyish,/ˈbɔɪɪʃ/,data/raw/phonemeref_data/audio/boyish/en1010656.mp3
1665,boys,/ˈbɔɪ/,data/raw/phonemeref_data/audio/boys/en010019.mp3
1666,bra,/ˈbrɑː/,data/raw/phonemeref_data/audio/bra/en010045.mp3
1667,brace,/ˈbreɪs/,data/raw/phonemeref_data/audio/brace/en010053.mp3
1668,bracelet,/ˈbreɪslət/,data/raw/phonemeref_data/audio/bracelet/en010061.mp3
1669,bracing,/ˈbreɪsɪŋ/,data/raw/phonemeref_data/audio/bracing/en010074.mp3
1670,bracken,/ˈbrækən/,data/raw/phonemeref_data/audio/bracken/en1010678.mp3
1671,bracket,/ˈbrækət/,data/raw/phonemeref_data/audio/bracket/en010086.mp3
1672,brackets,/ˈbrækət/,data/raw/phonemeref_data/audio/brackets/en010086.mp3
1673,brackish,/ˈbrækɪʃ/,data/raw/phonemeref_data/audio/brackish/en1010688.mp3
1674,brag,/ˈbræg/,data/raw/phonemeref_data/audio/brag/en010099.mp3
1675,braggart,/ˈbræɡət/,data/raw/phonemeref_data/audio/braggart/en1010693.mp3
1676,braids,/ˈbreɪd/,data/raw/phonemeref_data/audio/braids/en010105.mp3
1677,brain,/ˈbreɪn/,data/raw/phonemeref_data/audio/brain/en010114.mp3
1678,brains,/ˈbreɪn/,data/raw/phonemeref_data/audio/brains/en010114.mp3
1679,brake,/ˈbreɪk/,data/raw/phonemeref_data/audio/brake/en010148.mp3
1680,brakes,/ˈbreɪk/,data/raw/phonemeref_data/audio/brakes/en010148.mp3
1681,braking,/ˈbreɪkɪŋ/,data/raw/phonemeref_data/audio/braking/en1010763.mp3
1682,bramble,/ˈbræmbəl/,data/raw/phonemeref_data/audio/bramble/en1010775.mp3
1683,brambles,/ˈbræmbəl/,data/raw/phonemeref_data/audio/brambles/en1010775.mp3
1684,bran,/ˈbræn/,data/raw/phonemeref_data/audio/bran/en010152.mp3
1685,branch,/ˈbrɑːntʃ/,data/raw/phonemeref_data/audio/branch/en010162.mp3
1686,brand,/ˈbrænd/,data/raw/phonemeref_data/audio/brand/en010179.mp3
1687,branded,/ˈbrændɪd/,data/raw/phonemeref_data/audio/branded/en010185.mp3
1688,brands,/ˈbrænd/,data/raw/phonemeref_data/audio/brands/en010179.mp3
1689,brandy,/ˈbrændi/,data/raw/phonemeref_data/audio/brandy/en1010816.mp3
1690,bras,/ˈbrɑː/,data/raw/phonemeref_data/audio/bras/en010045.mp3
1691,brass,/ˈbrɑːs/,data/raw/phonemeref_data/audio/brass/en010197.mp3
1692,brassiere,/ˈbræziər/,data/raw/phonemeref_data/audio/brassiere/en1010835.mp3
1693,brassy,/ˈbrɑːsi/,data/raw/phonemeref_data/audio/brassy/en1010840.mp3
1694,brat,/ˈbræt/,data/raw/phonemeref_data/audio/brat/en010201.mp3
1695,brats,/ˈbræt/,data/raw/phonemeref_data/audio/brats/en010201.mp3
1696,bravado,/brəˈvɑːdəʊ/,data/raw/phonemeref_data/audio/bravado/en1010862.mp3
1697,brave,/ˈbreɪv/,data/raw/phonemeref_data/audio/brave/en010218.mp3
1698,bravely,/ˈbreɪvli/,data/raw/phonemeref_data/audio/bravely/en1010873.mp3
1699,bravery,/ˈbreɪvəri/,data/raw/phonemeref_data/audio/bravery/en010225.mp3
1700,braves,/ˈbreɪv/,data/raw/phonemeref_data/audio/braves/en010218.mp3
1701,bravo,/ˌbrɑːˈvəʊ/,data/raw/phonemeref_data/audio/bravo/en1010886.mp3
1702,brawl,/ˈbrɔːl/,data/raw/phonemeref_data/audio/brawl/en010230.mp3
1703,brawn,/ˈbrɔːn/,data/raw/phonemeref_data/audio/brawn/en1010891.mp3
1704,brawny,/ˈbrɔːni/,data/raw/phonemeref_data/audio/brawny/en1010906.mp3
1705,bray,/ˈbreɪ/,data/raw/phonemeref_data/audio/bray/en1010918.mp3
1706,Brazil,/brəˈzɪl/,data/raw/phonemeref_data/audio/Brazil/en010252.mp3
1707,Brazilian,/brəˈzɪljən/,data/raw/phonemeref_data/audio/Brazilian/en1010923.mp3
1708,brazils,/brəˈzɪl/,data/raw/phonemeref_data/audio/brazils/en010252.mp3
1709,breach,/ˈbriːtʃ/,data/raw/phonemeref_data/audio/breach/en010263.mp3
1710,bread,/ˈbrɛd/,data/raw/phonemeref_data/audio/bread/en010275.mp3
1711,breadth,/ˈbrɛdθ/,data/raw/phonemeref_data/audio/breadth/en010289.mp3
1712,breakage,/ˈbreɪkɪdʒ/,data/raw/phonemeref_data/audio/breakage/en010388.mp3
1713,breakaway,/ˈbreɪkəweɪ/,data/raw/phonemeref_data/audio/breakaway/en1011000.mp3
1714,breakdown,/ˈbreɪkdaʊn/,data/raw/phonemeref_data/audio/breakdown/en010399.mp3
1715,breakdowns,/ˈbreɪkdaʊn/,data/raw/phonemeref_data/audio/breakdowns/en010399.mp3
1716,breaker,/ˈbreɪkər/,data/raw/phonemeref_data/audio/breaker/en010405.mp3
1717,breakers,/ˈbreɪkər/,data/raw/phonemeref_data/audio/breakers/en010405.mp3
1718,breakfast,/ˈbrɛkfəst/,data/raw/phonemeref_data/audio/breakfast/en010413.mp3
1719,breakfasts,/ˈbrɛkfəst/,data/raw/phonemeref_data/audio/breakfasts/en010413.mp3
1720,breakneck,/ˈbreɪknɛk/,data/raw/phonemeref_data/audio/breakneck/en1011010.mp3
1721,breaks,/ˈbreɪk/,data/raw/phonemeref_data/audio/breaks/en010296.mp3
1722,breakthrough,/ˈbreɪkθruː/,data/raw/phonemeref_data/audio/breakthrough/en010434.mp3
1723,breast,/ˈbrɛst/,data/raw/phonemeref_data/audio/breast/en010458.mp3
1724,breasts,/ˈbrɛst/,data/raw/phonemeref_data/audio/breasts/en010458.mp3
1725,breath,/ˈbrɛθ/,data/raw/phonemeref_data/audio/breath/en010462.mp3
1726,breathe,/ˈbriːð/,data/raw/phonemeref_data/audio/breathe/en010476.mp3
1727,breather,/ˈbriːðər/,data/raw/phonemeref_data/audio/breather/en1011043.mp3
1728,breathes,/ˈbriːð/,data/raw/phonemeref_data/audio/breathes/en010476.mp3
1729,breathing,/ˈbriːðɪŋ/,data/raw/phonemeref_data/audio/breathing/en010481.mp3
1730,breathings,/ˈbriːðɪŋ/,data/raw/phonemeref_data/audio/breathings/en010481.mp3
1731,breathless,/ˈbrɛθləs/,data/raw/phonemeref_data/audio/breathless/en010490.mp3
1732,breaths,/ˈbrɛθ/,data/raw/phonemeref_data/audio/breaths/en010462.mp3
1733,breathtaking,/ˈbrɛθˌteɪkɪŋ/,data/raw/phonemeref_data/audio/breathtaking/en010501.mp3
1734,breed,/ˈbriːd/,data/raw/phonemeref_data/audio/breed/en010519.mp3
1735,breeder,/ˈbriːdər/,data/raw/phonemeref_data/audio/breeder/en1011073.mp3
1736,breeders,/ˈbriːdər/,data/raw/phonemeref_data/audio/breeders/en1011073.mp3
1737,breeding,/ˈbriːdɪŋ/,data/raw/phonemeref_data/audio/breeding/en010522.mp3
1738,breeds,/ˈbriːd/,data/raw/phonemeref_data/audio/breeds/en010519.mp3
1739,breeze,/ˈbriːz/,data/raw/phonemeref_data/audio/breeze/en010535.mp3
1740,breezes,/ˈbriːz/,data/raw/phonemeref_data/audio/breezes/en010535.mp3
1741,breezy,/ˈbriːzi/,data/raw/phonemeref_data/audio/breezy/en010540.mp3
1742,brethren,/ˈbrɛðrɪn/,data/raw/phonemeref_data/audio/brethren/en010551.mp3
1743,brevity,/ˈbrɛvɪti/,data/raw/phonemeref_data/audio/brevity/en1011084.mp3
1744,brewer,/ˈbruːər/,data/raw/phonemeref_data/audio/brewer/en1011092.mp3
1745,brewers,/ˈbruːər/,data/raw/phonemeref_data/audio/brewers/en1011092.mp3
1746,brewery,/ˈbruːəri/,data/raw/phonemeref_data/audio/brewery/en1011102.mp3
1747,brewing,/ˈbruːɪŋ/,data/raw/phonemeref_data/audio/brewing/en010571.mp3
1748,bribe,/ˈbraɪb/,data/raw/phonemeref_data/audio/bribe/en010583.mp3
1749,bribery,/ˈbraɪbəri/,data/raw/phonemeref_data/audio/bribery/en010591.mp3
1750,bribes,/ˈbraɪb/,data/raw/phonemeref_data/audio/bribes/en010583.mp3
1751,brick,/ˈbrɪk/,data/raw/phonemeref_data/audio/brick/en010604.mp3
1752,bricklayers,/ˈbrɪkleɪər/,data/raw/phonemeref_data/audio/bricklayers/en1011115.mp3
1753,bricks,/ˈbrɪk/,data/raw/phonemeref_data/audio/bricks/en010604.mp3
1754,bridal,/ˈbraɪdəl/,data/raw/phonemeref_data/audio/bridal/en1011126.mp3
1755,bride,/ˈbraɪd/,data/raw/phonemeref_data/audio/bride/en010619.mp3
1756,bridegroom,/ˈbraɪdgruːm/,data/raw/phonemeref_data/audio/bridegroom/en1011138.mp3
1757,bridegrooms,/ˈbraɪdgruːm/,data/raw/phonemeref_data/audio/bridegrooms/en1011138.mp3
1758,brides,/ˈbraɪd/,data/raw/phonemeref_data/audio/brides/en010619.mp3
1759,bridesmaids,/ˈbraɪdzmeɪd/,data/raw/phonemeref_data/audio/bridesmaids/en010629.mp3
1760,bridge,/ˈbrɪdʒ/,data/raw/phonemeref_data/audio/bridge/en010638.mp3
1761,bridle,/ˈbraɪdəl/,data/raw/phonemeref_data/audio/bridle/en1011141.mp3
1762,brief,/ˈbriːf/,data/raw/phonemeref_data/audio/brief/en010642.mp3
1763,briefcase,/ˈbriːfkeɪs/,data/raw/phonemeref_data/audio/briefcase/en010653.mp3
1764,briefing,/ˈbriːfɪŋ/,data/raw/phonemeref_data/audio/briefing/en010665.mp3
1765,briefly,/ˈbriːfli/,data/raw/phonemeref_data/audio/briefly/en010677.mp3
1766,briers,/ˈbraɪə/,data/raw/phonemeref_data/audio/briers/en1011157.mp3
1767,brig,/ˈbrɪg/,data/raw/phonemeref_data/audio/brig/en1011166.mp3
1768,brigade,/brɪˈgeɪd/,data/raw/phonemeref_data/audio/brigade/en1011178.mp3
1769,brigades,/brɪˈgeɪd/,data/raw/phonemeref_data/audio/brigades/en1011178.mp3
1770,bright,/ˈbraɪt/,data/raw/phonemeref_data/audio/bright/en010680.mp3
1771,brightens,/ˈbraɪtən/,data/raw/phonemeref_data/audio/brightens/en1011185.mp3
1772,brightly,/ˈbraɪtli/,data/raw/phonemeref_data/audio/brightly/en010690.mp3
1773,brightness,/ˈbraɪtnɪs/,data/raw/phonemeref_data/audio/brightness/en010709.mp3
1774,brigs,/ˈbrɪg/,data/raw/phonemeref_data/audio/brigs/en1011166.mp3
1775,brilliant,/ˈbrɪliənt/,data/raw/phonemeref_data/audio/brilliant/en010719.mp3
1776,brilliantly,/ˈbrɪliəntli/,data/raw/phonemeref_data/audio/brilliantly/en1011201.mp3
1777,brim,/ˈbrɪm/,data/raw/phonemeref_data/audio/brim/en010720.mp3
1778,brimstone,/ˈbrɪmstəʊn/,data/raw/phonemeref_data/audio/brimstone/en1011224.mp3
1779,brine,/ˈbraɪn/,data/raw/phonemeref_data/audio/brine/en010739.mp3
1780,brings,/ˈbrɪŋ/,data/raw/phonemeref_data/audio/brings/en010744.mp3
1781,brink,/ˈbrɪŋk/,data/raw/phonemeref_data/audio/brink/en010791.mp3
1782,brisk,/ˈbrɪsk/,data/raw/phonemeref_data/audio/brisk/en010803.mp3
1783,briskly,/ˈbrɪskli/,data/raw/phonemeref_data/audio/briskly/en010812.mp3
1784,bristles,/ˈbrɪsəl/,data/raw/phonemeref_data/audio/bristles/en010821.mp3
1785,bristles,/ˈbrɪsəl/,data/raw/phonemeref_data/audio/bristles/en010821.mp3
1786,Brit,/ˈbrɪt/,data/raw/phonemeref_data/audio/Brit/en1011313.mp3
1787,Britain,/ˈbrɪtən/,data/raw/phonemeref_data/audio/Britain/en010835.mp3
1788,British,/ˈbrɪtɪʃ/,data/raw/phonemeref_data/audio/British/en010847.mp3
1789,Briton,/ˈbrɪtən/,data/raw/phonemeref_data/audio/Briton/en1011328.mp3
1790,britons,/ˈbrɪtən/,data/raw/phonemeref_data/audio/britons/en1011328.mp3
1791,brittle,/ˈbrɪtəl/,data/raw/phonemeref_data/audio/brittle/en010854.mp3
1792,broad,/ˈbrɔːd/,data/raw/phonemeref_data/audio/broad/en010868.mp3
1793,broadband,/ˈbrɔːdbænd/,data/raw/phonemeref_data/audio/broadband/en010874.mp3
1794,broadcast,/ˈbrɔːdkɑːst/,data/raw/phonemeref_data/audio/broadcast/en010884.mp3
1795,broadcasters,/ˈbrɔːdkɑːstər/,data/raw/phonemeref_data/audio/broadcasters/en010893.mp3
1796,broadcasting,/ˈbrɔːdkɑːstɪŋ/,data/raw/phonemeref_data/audio/broadcasting/en010906.mp3
1797,broadcasts,/ˈbrɔːdkɑːst/,data/raw/phonemeref_data/audio/broadcasts/en010884.mp3
1798,broaden,/ˈbrɔːdən/,data/raw/phonemeref_data/audio/broaden/en010914.mp3
1799,broadens,/ˈbrɔːdən/,data/raw/phonemeref_data/audio/broadens/en010914.mp3
1800,broadly,/ˈbrɔːdli/,data/raw/phonemeref_data/audio/broadly/en010921.mp3
1801,broadside,/ˈbrɔːdsaɪd/,data/raw/phonemeref_data/audio/broadside/en1011358.mp3
1802,broccoli,/ˈbrɒkəli/,data/raw/phonemeref_data/audio/broccoli/en010937.mp3
1803,brochure,/ˈbrəʊʃjʊər/,data/raw/phonemeref_data/audio/brochure/en010948.mp3
1804,brochures,/ˈbrəʊʃjʊər/,data/raw/phonemeref_data/audio/brochures/en010948.mp3
1805,broiler,/ˈbrɔɪlər/,data/raw/phonemeref_data/audio/broiler/en1011364.mp3
1806,broils,/ˈbrɔɪl/,data/raw/phonemeref_data/audio/broils/en010955.mp3
1807,broke,/ˈbrəʊk/,data/raw/phonemeref_data/audio/broke/en010962.mp3
1808,broken,/ˈbrəʊkən/,data/raw/phonemeref_data/audio/broken/en010970.mp3
1809,broker,/ˈbrəʊkər/,data/raw/phonemeref_data/audio/broker/en010980.mp3
1810,brokerage,/ˈbrəʊkərɪdʒ/,data/raw/phonemeref_data/audio/brokerage/en010994.mp3
1811,brokerages,/ˈbrəʊkərɪdʒ/,data/raw/phonemeref_data/audio/brokerages/en010994.mp3
1812,brokers,/ˈbrəʊkər/,data/raw/phonemeref_data/audio/brokers/en010980.mp3
1813,bronze,/ˈbrɒnz/,data/raw/phonemeref_data/audio/bronze/en011004.mp3
1814,brood,/ˈbruːd/,data/raw/phonemeref_data/audio/brood/en011020.mp3
1815,brooding,/ˈbruːdɪŋ/,data/raw/phonemeref_data/audio/brooding/en011032.mp3
1816,broods,/ˈbruːd/,data/raw/phonemeref_data/audio/broods/en011020.mp3
1817,brook,/ˈbrʊk/,data/raw/phonemeref_data/audio/brook/en011040.mp3
1818,broom,/ˈbrʊm/,data/raw/phonemeref_data/audio/broom/en011055.mp3
1819,broth,/ˈbrɒθ/,data/raw/phonemeref_data/audio/broth/en011065.mp3
1820,brothel,/ˈbrɒθəl/,data/raw/phonemeref_data/audio/brothel/en011072.mp3
1821,brothels,/ˈbrɒθəl/,data/raw/phonemeref_data/audio/brothels/en011072.mp3
1822,brother,/ˈbrʌðər/,data/raw/phonemeref_data/audio/brother/en011082.mp3
1823,brotherhood,/ˈbrʌðərhʊd/,data/raw/phonemeref_data/audio/brotherhood/en011103.mp3
1824,brotherly,/ˈbrʌðərli/,data/raw/phonemeref_data/audio/brotherly/en1011399.mp3
1825,brothers,/ˈbrʌðər/,data/raw/phonemeref_data/audio/brothers/en011082.mp3
1826,brow,/ˈbraʊ/,data/raw/phonemeref_data/audio/brow/en011129.mp3
1827,brown,/ˈbraʊn/,data/raw/phonemeref_data/audio/brown/en011136.mp3
1828,brownish,/ˈbraʊnɪʃ/,data/raw/phonemeref_data/audio/brownish/en1011426.mp3
1829,browns,/ˈbraʊn/,data/raw/phonemeref_data/audio/browns/en011136.mp3
1830,brows,/ˈbraʊ/,data/raw/phonemeref_data/audio/brows/en011129.mp3
1831,browse,/ˈbraʊz/,data/raw/phonemeref_data/audio/browse/en011168.mp3
1832,browser,/ˈbraʊzər/,data/raw/phonemeref_data/audio/browser/en011174.mp3
1833,browsers,/ˈbraʊzər/,data/raw/phonemeref_data/audio/browsers/en011174.mp3
1834,bruise,/ˈbruːz/,data/raw/phonemeref_data/audio/bruise/en011188.mp3
1835,bruised,/ˈbruːzd/,data/raw/phonemeref_data/audio/bruised/en011193.mp3
1836,bruises,/ˈbruːz/,data/raw/phonemeref_data/audio/bruises/en011188.mp3
1837,bruising,/ˈbruːzɪŋ/,data/raw/phonemeref_data/audio/bruising/en011206.mp3
1838,bruit,/bruːt/,data/raw/phonemeref_data/audio/bruit/en1011434.mp3
1839,brunch,/ˈbrʌntʃ/,data/raw/phonemeref_data/audio/brunch/en011213.mp3
1840,brunette,/bruːˈnɛt/,data/raw/phonemeref_data/audio/brunette/en011226.mp3
1841,brunettes,/bruːˈnɛt/,data/raw/phonemeref_data/audio/brunettes/en011226.mp3
1842,brunt,/ˈbrʌnt/,data/raw/phonemeref_data/audio/brunt/en011230.mp3
1843,brush,/ˈbrʌʃ/,data/raw/phonemeref_data/audio/brush/en011249.mp3
1844,brushed,/ˈbrʌʃt/,data/raw/phonemeref_data/audio/brushed/en011251.mp3
1845,Brussels,/ˈbrʌsəlz/,data/raw/phonemeref_data/audio/Brussels/en1011478.mp3
1846,brutal,/ˈbruːtəl/,data/raw/phonemeref_data/audio/brutal/en011261.mp3
1847,brute,/ˈbruːt/,data/raw/phonemeref_data/audio/brute/en1011484.mp3
1848,brutes,/ˈbruːt/,data/raw/phonemeref_data/audio/brutes/en1011484.mp3
1849,bubble,/ˈbʌbəl/,data/raw/phonemeref_data/audio/bubble/en011271.mp3
1850,bubbles,/ˈbʌbəl/,data/raw/phonemeref_data/audio/bubbles/en011271.mp3
1851,buck,/ˈbʌk/,data/raw/phonemeref_data/audio/buck/en011299.mp3
1852,bucket,/ˈbʌkɪt/,data/raw/phonemeref_data/audio/bucket/en011303.mp3
1853,buckets,/ˈbʌkɪt/,data/raw/phonemeref_data/audio/buckets/en011303.mp3
1854,buckle,/ˈbʌkəl/,data/raw/phonemeref_data/audio/buckle/en011318.mp3
1855,buckles,/ˈbʌkəl/,data/raw/phonemeref_data/audio/buckles/en011318.mp3
1856,buckskin,/ˈbʌkskɪn/,data/raw/phonemeref_data/audio/buckskin/en1011549.mp3
1857,buckwheat,/ˈbʌkhwiːt/,data/raw/phonemeref_data/audio/buckwheat/en1011554.mp3
1858,bud,/ˈbʌd/,data/raw/phonemeref_data/audio/bud/en011325.mp3
1859,Buddhism,/ˈbʊdɪzəm/,data/raw/phonemeref_data/audio/Buddhism/en1011562.mp3
1860,Buddhist,/ˈbʊdɪst/,data/raw/phonemeref_data/audio/Buddhist/en1011578.mp3
1861,buddhists,/ˈbʊdɪst/,data/raw/phonemeref_data/audio/buddhists/en1011578.mp3
1862,budding,/ˈbʌdɪŋ/,data/raw/phonemeref_data/audio/budding/en011330.mp3
1863,buddy,/ˈbʌdi/,data/raw/phonemeref_data/audio/buddy/en011346.mp3
1864,budge,/ˈbʌdʒ/,data/raw/phonemeref_data/audio/budge/en011359.mp3
1865,budget,/ˈbʌdʒɪt/,data/raw/phonemeref_data/audio/budget/en011362.mp3
1866,budgetary,/ˈbʌdʒɪtəri/,data/raw/phonemeref_data/audio/budgetary/en1011592.mp3
1867,budgeting,/ˈbʌdʒɪtɪŋ/,data/raw/phonemeref_data/audio/budgeting/en1011601.mp3
1868,budgets,/ˈbʌdʒɪt/,data/raw/phonemeref_data/audio/budgets/en011362.mp3
1869,buds,/ˈbʌd/,data/raw/phonemeref_data/audio/buds/en011325.mp3
1870,buffalo,/ˈbʌfəˌləʊ/,data/raw/phonemeref_data/audio/buffalo/en1011627.mp3
1871,buffer,/ˈbʌfər/,data/raw/phonemeref_data/audio/buffer/en011383.mp3
1872,buffet,/byfɛ/,data/raw/phonemeref_data/audio/buffet/en011398.mp3
1873,buffets,/byfɛ/,data/raw/phonemeref_data/audio/buffets/en011398.mp3
1874,bugger,/ˈbʌgər/,data/raw/phonemeref_data/audio/bugger/en011410.mp3
1875,bugle,/ˈbjuːgəl/,data/raw/phonemeref_data/audio/bugle/en1011636.mp3
1876,bugles,/ˈbjuːgəl/,data/raw/phonemeref_data/audio/bugles/en1011636.mp3
1877,bugs,/ˈbʌɡ/,data/raw/phonemeref_data/audio/bugs/en011402.mp3
1878,builder,/ˈbɪldər/,data/raw/phonemeref_data/audio/builder/en011458.mp3
1879,builders,/ˈbɪldər/,data/raw/phonemeref_data/audio/builders/en011458.mp3
1880,building,/ˈbɪldɪŋ/,data/raw/phonemeref_data/audio/building/en011463.mp3
1881,buildings,/ˈbɪldɪŋ/,data/raw/phonemeref_data/audio/buildings/en011463.mp3
1882,builds,/ˈbɪld/,data/raw/phonemeref_data/audio/builds/en011431.mp3
1883,built,/ˈbɪlt/,data/raw/phonemeref_data/audio/built/en011488.mp3
1884,bulb,/ˈbʌlb/,data/raw/phonemeref_data/audio/bulb/en011497.mp3
1885,bulbs,/ˈbʌlb/,data/raw/phonemeref_data/audio/bulbs/en011497.mp3
1886,Bulgaria,/bʌlˈgɛəriə/,data/raw/phonemeref_data/audio/Bulgaria/en1011664.mp3
1887,bulge,/ˈbʌldʒ/,data/raw/phonemeref_data/audio/bulge/en011501.mp3
1888,bulging,/ˈbʌldʒɪŋ/,data/raw/phonemeref_data/audio/bulging/en011516.mp3
1889,bulk,/ˈbʌlk/,data/raw/phonemeref_data/audio/bulk/en011522.mp3
1890,bulkhead,/ˈbʌlkhɛd/,data/raw/phonemeref_data/audio/bulkhead/en011538.mp3
1891,bulkheads,/ˈbʌlkhɛd/,data/raw/phonemeref_data/audio/bulkheads/en011538.mp3
1892,bulks,/ˈbʌlk/,data/raw/phonemeref_data/audio/bulks/en011522.mp3
1893,bulky,/ˈbʌlki/,data/raw/phonemeref_data/audio/bulky/en011548.mp3
1894,bull,/bʊl/,data/raw/phonemeref_data/audio/bull/en011551.mp3
1895,bullet,/ˈbʊlɪt/,data/raw/phonemeref_data/audio/bullet/en011565.mp3
1896,bulletin,/ˈbʊlɪtɪn/,data/raw/phonemeref_data/audio/bulletin/en1011692.mp3
1897,bulletins,/ˈbʊlɪtɪn/,data/raw/phonemeref_data/audio/bulletins/en1011692.mp3
1898,bullets,/ˈbʊlɪt/,data/raw/phonemeref_data/audio/bullets/en011565.mp3
1899,bullion,/ˈbʊlɪən/,data/raw/phonemeref_data/audio/bullion/en1011761.mp3
1900,bullish,/ˈbʊlɪʃ/,data/raw/phonemeref_data/audio/bullish/en1011772.mp3
1901,bullock,/ˈbʊlək/,data/raw/phonemeref_data/audio/bullock/en1011780.mp3
1902,bullocks,/ˈbʊlək/,data/raw/phonemeref_data/audio/bullocks/en1011780.mp3
1903,bulls,/bʊl/,data/raw/phonemeref_data/audio/bulls/en011551.mp3
1904,bullshit,/ˈbʊlʃɪt/,data/raw/phonemeref_data/audio/bullshit/en011577.mp3
1905,bully,/ˈbʊli/,data/raw/phonemeref_data/audio/bully/en011580.mp3
1906,bulwark,/ˈbʊlwərk/,data/raw/phonemeref_data/audio/bulwark/en1011802.mp3
1907,bulwarks,/ˈbʊlwərk/,data/raw/phonemeref_data/audio/bulwarks/en1011802.mp3
1908,bum,/ˈbʌm/,data/raw/phonemeref_data/audio/bum/en011609.mp3
1909,bumblebee,/ˈbʌmbəlbiː/,data/raw/phonemeref_data/audio/bumblebee/en1011821.mp3
1910,bumblebees,/ˈbʌmbəlbiː/,data/raw/phonemeref_data/audio/bumblebees/en1011821.mp3
1911,bump,/ˈbʌmp/,data/raw/phonemeref_data/audio/bump/en011623.mp3
1912,bumper,/ˈbʌmpər/,data/raw/phonemeref_data/audio/bumper/en011637.mp3
1913,bumpers,/ˈbʌmpər/,data/raw/phonemeref_data/audio/bumpers/en011637.mp3
1914,bumpkin,/ˈbʌmpkɪn/,data/raw/phonemeref_data/audio/bumpkin/en1011849.mp3
1915,bumpkins,/ˈbʌmpkɪn/,data/raw/phonemeref_data/audio/bumpkins/en1011849.mp3
1916,bumps,/ˈbʌmp/,data/raw/phonemeref_data/audio/bumps/en011623.mp3
1917,bums,/ˈbʌm/,data/raw/phonemeref_data/audio/bums/en011609.mp3
1918,bun,/ˈbʌn/,data/raw/phonemeref_data/audio/bun/en011651.mp3
1919,bunch,/ˈbʌntʃ/,data/raw/phonemeref_data/audio/bunch/en011667.mp3
1920,bundle,/ˈbʌndəl/,data/raw/phonemeref_data/audio/bundle/en011670.mp3
1921,bundles,/ˈbʌndəl/,data/raw/phonemeref_data/audio/bundles/en011670.mp3
1922,bunk,/ˈbʌŋk/,data/raw/phonemeref_data/audio/bunk/en011696.mp3
1923,bunker,/ˈbʌŋkər/,data/raw/phonemeref_data/audio/bunker/en1011902.mp3
