id,word,ipa,ipa_clean,audio_path,source,score,age
speechocean_train_302,LITTLE TOO MUCH TIME ON MY HANDS TODAY,lɪtltumətʃtaɪmənmaɪhændzɑntədeɪ,lɪtltumətʃtaɪmənmaɪhændzɑntədeɪ,data\speechocean\audio\so_train_00302.wav,speechocean762,9,20
speechocean_train_303,THINGS ARE ONLY GOING TO GET WORSE FROM HERE,θɪŋzɑroʊnligoʊɪŋtugɛtwɜrsfrəmhɪə,θɪŋzɑroʊnligoʊɪŋtugɛtwɜrsfrəmhɪə,data\speechocean\audio\so_train_00303.wav,speechocean762,9,20
speechocean_train_304,BUT HE WANTS TO COME SOONER,bəthiwʌntstukəmsunɜr,bəthiwʌntstukəmsunɜr,data\speechocean\audio\so_train_00304.wav,speechocean762,10,20
speechocean_train_305,THE GIRL WAS FOUR AT THE TIME,ðəgɜrlwəzfɔrætðətaɪm,ðəgɜrlwəzfɔrætðətaɪm,data\speechocean\audio\so_train_00305.wav,speechocean762,10,20
speechocean_train_306,OH IT IS RICH TO SEE AND HEAR HER,oʊɪtɪzrɪtʃtəsiændhɪəhɜr,oʊɪtɪzrɪtʃtəsiændhɪəhɜr,data\speechocean\audio\so_train_00306.wav,speechocean762,9,20
speechocean_train_307,IT WAS A SUFFICIENT ANSWER,ɪtwəzəsəfɪʃntɑnsə,ɪtwəzəsəfɪʃntɑnsə,data\speechocean\audio\so_train_00307.wav,speechocean762,8,20
speechocean_train_308,AND THEN HE WILL TAKE IT,ændðɛnhiwɪlteɪkɪt,ændðɛnhiwɪlteɪkɪt,data\speechocean\audio\so_train_00308.wav,speechocean762,10,20
speechocean_train_309,I BEG TO KNOW IF SUCH WERE THE FACT,aɪbɛgtunoʊɪfsətʃwɜrðəfækt,aɪbɛgtunoʊɪfsətʃwɜrðəfækt,data\speechocean\audio\so_train_00309.wav,speechocean762,9,20
speechocean_train_310,JUST A PIECE OF TODAY,dʒəstəpisəvtədeɪ,dʒəstəpisəvtədeɪ,data\speechocean\audio\so_train_00310.wav,speechocean762,8,28
speechocean_train_311,THE ONLY THING YOU NEED TO SEE TODAY,ðəoʊnliθɪŋjunidtusitədeɪ,ðəoʊnliθɪŋjunidtusitədeɪ,data\speechocean\audio\so_train_00311.wav,speechocean762,8,28
speechocean_train_312,NEED TO INVEST IN YOUR FUTURE,nidtuɪnvɛstɪnjʊəfjutʃɜr,nidtuɪnvɛstɪnjʊəfjutʃɜr,data\speechocean\audio\so_train_00312.wav,speechocean762,8,28
speechocean_train_313,IT'S GOOD TO BE THE CAPTAIN,ɪtsgʊdtubiðəkæptɪn,ɪtsgʊdtubiðəkæptɪn,data\speechocean\audio\so_train_00313.wav,speechocean762,8,28
speechocean_train_314,FEEL FOR HIS WIFE AND SONGS,filfɔrhɪzwaɪfændsɔŋz,filfɔrhɪzwaɪfændsɔŋz,data\speechocean\audio\so_train_00314.wav,speechocean762,9,28
speechocean_train_315,DAY ONE IN THE BAG,deɪwənɪnðəbæg,deɪwənɪnðəbæg,data\speechocean\audio\so_train_00315.wav,speechocean762,8,28
speechocean_train_316,IT'S GOOD TO BE WHITE,ɪtsgʊdtubiwaɪt,ɪtsgʊdtubiwaɪt,data\speechocean\audio\so_train_00316.wav,speechocean762,8,28
speechocean_train_317,YOU HAVE NO IDEA HOW WRONG YOU ARE,juhævnoʊaɪdɪʌhaʊrəŋjuɑ,juhævnoʊaɪdɪʌhaʊrəŋjuɑ,data\speechocean\audio\so_train_00317.wav,speechocean762,9,28
speechocean_train_318,THINKING OF HIS FAMILY AND FRIENDS,θɪŋkɪŋəvhɪzfæməliændfrɛndz,θɪŋkɪŋəvhɪzfæməliændfrɛndz,data\speechocean\audio\so_train_00318.wav,speechocean762,8,28
speechocean_train_319,I KNOW I AM GOING TO BED,aɪnoʊaɪeɪɛmgoʊɪŋtubɛd,aɪnoʊaɪeɪɛmgoʊɪŋtubɛd,data\speechocean\audio\so_train_00319.wav,speechocean762,8,28
speechocean_train_320,IT'S SOMETHING TO WATCH FOR,ɪtssʌmθɪŋtuwətʃfɔ,ɪtssʌmθɪŋtuwətʃfɔ,data\speechocean\audio\so_train_00320.wav,speechocean762,9,29
speechocean_train_321,HE ALLOWED FIVE WRONGS AND EIGHT HITS OVER FIVE INNINGS,hiəlaʊdfaɪvrəŋzændeɪthɪtsoʊvəfaɪvɪnɪŋz,hiəlaʊdfaɪvrəŋzændeɪthɪtsoʊvəfaɪvɪnɪŋz,data\speechocean\audio\so_train_00321.wav,speechocean762,8,29
speechocean_train_322,I WAS ALL OVER HIM IN THE SECOND SET,aɪwəzɔloʊvəhɪmɪnðəsɛkəndsɛt,aɪwəzɔloʊvəhɪmɪnðəsɛkəndsɛt,data\speechocean\audio\so_train_00322.wav,speechocean762,8,29
speechocean_train_323,HE'S A DOCTOR OF EVERYTHING,hizədɑktɜrəvɛvriθɪŋ,hizədɑktɜrəvɛvriθɪŋ,data\speechocean\audio\so_train_00323.wav,speechocean762,9,29
speechocean_train_324,I HAVE A FEELING THIS IS ONLY THE BEGINNING,aɪhævəfilɪŋðɪsɪzoʊnliðəbɪgɪnɪŋ,aɪhævəfilɪŋðɪsɪzoʊnliðəbɪgɪnɪŋ,data\speechocean\audio\so_train_00324.wav,speechocean762,9,29
speechocean_train_325,I THINK THAT'S WHAT YOU WANT TO BE,aɪθɪŋkðætswətjuwənttubi,aɪθɪŋkðætswətjuwənttubi,data\speechocean\audio\so_train_00325.wav,speechocean762,9,29
speechocean_train_326,I GO WITH THE FOLLOW,aɪgoʊwɪθðəfʌloʊ,aɪgoʊwɪθðəfʌloʊ,data\speechocean\audio\so_train_00326.wav,speechocean762,9,29
speechocean_train_327,WELCOME TO THE NEW BOSS,wɛlkəmtuðənjubəs,wɛlkəmtuðənjubəs,data\speechocean\audio\so_train_00327.wav,speechocean762,9,29
speechocean_train_328,YOU WILL FEEL A LOT OF PAIN,juwɪlfilələtəvpeɪn,juwɪlfilələtəvpeɪn,data\speechocean\audio\so_train_00328.wav,speechocean762,9,29
speechocean_train_329,JUST GETTING READY TO GO OUT AND YOU,dʒəstgɛtɪŋrɛditugoʊaʊtændju,dʒəstgɛtɪŋrɛditugoʊaʊtændju,data\speechocean\audio\so_train_00329.wav,speechocean762,9,29
speechocean_train_330,NOT IN THE MOOD OF ANY OF THEM,nətɪnðəmudəvɛniəvðəm,nətɪnðəmudəvɛniəvðəm,data\speechocean\audio\so_train_00330.wav,speechocean762,9,29
speechocean_train_331,DO YOU THINK IT WILL BE CONFIRMED,dʊjuθɪŋkɪtwɪlbikənfɜrmd,dʊjuθɪŋkɪtwɪlbikənfɜrmd,data\speechocean\audio\so_train_00331.wav,speechocean762,9,29
speechocean_train_332,IT'S BASED OF WHAT HAPPENED TO ME AND MY COUSIN,ɪtsbeɪstəvwəthæpəndtumiændmaɪkʌzn,ɪtsbeɪstəvwəthæpəndtumiændmaɪkʌzn,data\speechocean\audio\so_train_00332.wav,speechocean762,8,29
speechocean_train_333,HE TRYING TO GET BACK IN THE HOUSE,hitraɪɪŋtugɛtbækɪnðəhaʊs,hitraɪɪŋtugɛtbækɪnðəhaʊs,data\speechocean\audio\so_train_00333.wav,speechocean762,9,29
speechocean_train_334,IRON BANNER CONTROL IS BACK,aɪɜrnbænɜrkəntroʊlɪzbæk,aɪɜrnbænɜrkəntroʊlɪzbæk,data\speechocean\audio\so_train_00334.wav,speechocean762,8,29
speechocean_train_335,SPENDING TOO MUCH TIME ON A GAME,spɛndɪŋtumətʃtaɪmənəgeɪm,spɛndɪŋtumətʃtaɪmənəgeɪm,data\speechocean\audio\so_train_00335.wav,speechocean762,9,29
speechocean_train_336,DOING THE LITTLE THINGS CAN MAKE A BIG DIFFERENCE,duɪŋðəlɪtlθɪŋzkænmeɪkəbɪgdɪfrəns,duɪŋðəlɪtlθɪŋzkænmeɪkəbɪgdɪfrəns,data\speechocean\audio\so_train_00336.wav,speechocean762,9,29
speechocean_train_337,I HAD JUST COME IN FROM THE STREET,aɪəddʒəstkəmɪnfrəmðəstrit,aɪəddʒəstkəmɪnfrəmðəstrit,data\speechocean\audio\so_train_00337.wav,speechocean762,9,29
speechocean_train_338,IT WAS SO WELL PRINTED ON SUCH GOOD PAPER,ɪtwəzsoʊwɛlprɪntɪdənsətʃgʊdpeɪpə,ɪtwəzsoʊwɛlprɪntɪdənsətʃgʊdpeɪpə,data\speechocean\audio\so_train_00338.wav,speechocean762,10,29
speechocean_train_339,THAT WAS DIFFICULT TO SAY,ðætwəzdɪfɪkəlttuseɪ,ðætwəzdɪfɪkəlttuseɪ,data\speechocean\audio\so_train_00339.wav,speechocean762,9,29
speechocean_train_340,YELL THE VERY SAME THING,jɛlðəvɛriseɪmθɪŋ,jɛlðəvɛriseɪmθɪŋ,data\speechocean\audio\so_train_00340.wav,speechocean762,9,37
speechocean_train_341,HOW CAN THEY BE ALLOWED TO TRADE,haʊkænðeɪbiəlaʊdtutreɪd,haʊkænðeɪbiəlaʊdtutreɪd,data\speechocean\audio\so_train_00341.wav,speechocean762,9,37
speechocean_train_342,TIME TO BUY A NEW HOME,taɪmtubaɪənjuhoʊm,taɪmtubaɪənjuhoʊm,data\speechocean\audio\so_train_00342.wav,speechocean762,10,37
speechocean_train_343,WE HAVE TO GET IT OUT OF OR CULTURE,wihævtugɛtɪtaʊtəvɔrkʌltʃɜr,wihævtugɛtɪtaʊtəvɔrkʌltʃɜr,data\speechocean\audio\so_train_00343.wav,speechocean762,9,37
speechocean_train_344,YOU COMING BACK FOR THE GAMES,jukʌmɪŋbækfɔðəgeɪmz,jukʌmɪŋbækfɔðəgeɪmz,data\speechocean\audio\so_train_00344.wav,speechocean762,9,37
speechocean_train_345,SOME OF US ARE NOT HERE TO BE LOVED,səməvəsɑnəthɪətubiləvd,səməvəsɑnəthɪətubiləvd,data\speechocean\audio\so_train_00345.wav,speechocean762,9,37
speechocean_train_346,THAT SEEMS TO WORK FOR THEM,ðætsimztuwɜrkfɔðəm,ðætsimztuwɜrkfɔðəm,data\speechocean\audio\so_train_00346.wav,speechocean762,9,37
speechocean_train_347,MAYBE THIS WILL BE THE DAY,meɪbiðɪswɪlbiðədeɪ,meɪbiðɪswɪlbiðədeɪ,data\speechocean\audio\so_train_00347.wav,speechocean762,10,37
speechocean_train_348,THIS IS NOT A SERIOUS PROBLEM,ðɪsɪznətəsɪʌrɪəsprʌbləm,ðɪsɪznətəsɪʌrɪəsprʌbləm,data\speechocean\audio\so_train_00348.wav,speechocean762,9,37
speechocean_train_349,I WANT TO BE ABLE TO START MY OWN PROJECTS,aɪwənttubieɪbltustɑtmaɪoʊnprədʒɛkts,aɪwənttubieɪbltustɑtmaɪoʊnprədʒɛkts,data\speechocean\audio\so_train_00349.wav,speechocean762,9,37
speechocean_train_350,AND YES AT THE SAME TIME,ændjɛsætðəseɪmtaɪm,ændjɛsætðəseɪmtaɪm,data\speechocean\audio\so_train_00350.wav,speechocean762,9,37
speechocean_train_351,YOU HAVE TO LEAVE THE HOUSE PLEASE,juhævtulivðəhaʊspliz,juhævtulivðəhaʊspliz,data\speechocean\audio\so_train_00351.wav,speechocean762,8,37
speechocean_train_352,THEN HE RETURNED TO HER AND DEMANDED SOMETHING TO EAT,ðɛnhirɪtɜrndtuhɜrænddɪmɑndsʌmθɪŋtuit,ðɛnhirɪtɜrndtuhɜrænddɪmɑndsʌmθɪŋtuit,data\speechocean\audio\so_train_00352.wav,speechocean762,9,37
speechocean_train_353,HE WANTED ME ON THIS JOB,hiwʌntɪdmiənðɪsdʒəb,hiwʌntɪdmiənðɪsdʒəb,data\speechocean\audio\so_train_00353.wav,speechocean762,9,37
speechocean_train_354,THE UNCLE MUST BE VERY RICH INDEED,ðiʌŋklməstbivɛrirɪtʃɪndid,ðiʌŋklməstbivɛrirɪtʃɪndid,data\speechocean\audio\so_train_00354.wav,speechocean762,9,37
speechocean_train_355,I THINK IT'S QUITE PROPER,aɪθɪŋkɪtskwaɪtprʌpə,aɪθɪŋkɪtskwaɪtprʌpə,data\speechocean\audio\so_train_00355.wav,speechocean762,9,37
speechocean_train_356,HERE WE ARE CAUGHT JUST AS THEY WERE BEFORE,hɪəwiɑkɔtdʒəstæzðeɪwɜrbɪfɔr,hɪəwiɑkɔtdʒəstæzðeɪwɜrbɪfɔr,data\speechocean\audio\so_train_00356.wav,speechocean762,9,37
speechocean_train_357,IT WAS A TREAT TO SEE HER AT HER WORK,ɪtwəzətrittusihɜræthɜrwɜrk,ɪtwəzətrittusihɜræthɜrwɜrk,data\speechocean\audio\so_train_00357.wav,speechocean762,9,37
speechocean_train_358,HER EYES MY DEAR BOY ARE SO BEAUTIFUL,həaɪzmaɪdɪəbɔɪɑsoʊbjutɪfl,həaɪzmaɪdɪəbɔɪɑsoʊbjutɪfl,data\speechocean\audio\so_train_00358.wav,speechocean762,9,37
speechocean_train_359,AND THEY WOULD GET A FORMAL END TO THE CONFLICT,ændðeɪwʊdgɛtəfɔmlɛndtuðəkʌnflɪkt,ændðeɪwʊdgɛtəfɔmlɛndtuðəkʌnflɪkt,data\speechocean\audio\so_train_00359.wav,speechocean762,8,37
speechocean_train_360,BUT THERE HAD BETTER NOT BE,bətðɛrhædbɛtənətbi,bətðɛrhædbɛtənətbi,data\speechocean\audio\so_train_00360.wav,speechocean762,9,31
speechocean_train_361,HE LEFT BEHIND A WIFE AND A YOUNG SON,hilɛftbɪhaɪndəwaɪfændəjəŋsən,hilɛftbɪhaɪndəwaɪfændəjəŋsən,data\speechocean\audio\so_train_00361.wav,speechocean762,9,31
speechocean_train_362,IT'S REALLY A GOOD ONE,ɪtsrɪʌliəgʊdwən,ɪtsrɪʌliəgʊdwən,data\speechocean\audio\so_train_00362.wav,speechocean762,10,31
speechocean_train_363,A BLACK TRUCK STOPS IN FRONT OF YOU,əblæktrəkstəpsɪnfrəntəvju,əblæktrəkstəpsɪnfrəntəvju,data\speechocean\audio\so_train_00363.wav,speechocean762,9,31
speechocean_train_364,THANK YOU FOR MAKING ME FEEL SO ALIVE,θæŋkjufɔmeɪkɪŋmifilsoʊəlaɪv,θæŋkjufɔmeɪkɪŋmifilsoʊəlaɪv,data\speechocean\audio\so_train_00364.wav,speechocean762,8,31
speechocean_train_365,THIS ELECTION IS GOING TO BE A TURNING POINT,ðɪsɪlɛkʃnɪzgoʊɪŋtubiətɜrnɪŋpɔɪnt,ðɪsɪlɛkʃnɪzgoʊɪŋtubiətɜrnɪŋpɔɪnt,data\speechocean\audio\so_train_00365.wav,speechocean762,9,31
speechocean_train_366,THIS ONE IS FOR THE ARMY,ðɪswənɪzfɔðəɑmi,ðɪswənɪzfɔðəɑmi,data\speechocean\audio\so_train_00366.wav,speechocean762,9,31
speechocean_train_367,YOU THINK THAT THIS IS OKAY,juθɪŋkðætðɪsɪzoʊkeɪ,juθɪŋkðætðɪsɪzoʊkeɪ,data\speechocean\audio\so_train_00367.wav,speechocean762,9,31
speechocean_train_368,TO SWIM OR NOT TO SWIM,tuswɪmɔnəttuswɪm,tuswɪmɔnəttuswɪm,data\speechocean\audio\so_train_00368.wav,speechocean762,10,31
speechocean_train_369,BUT IT'S NOT THE LIGHT TIME IS IT,bətɪtsnətðəlaɪttaɪmɪzɪt,bətɪtsnətðəlaɪttaɪmɪzɪt,data\speechocean\audio\so_train_00369.wav,speechocean762,10,31
speechocean_train_370,ROUGH STAR TO THE YEAR BUT IT WILL GET BETTER,rəfstɑtuðəjɪəbətɪtwɪlgɛtbɛtə,rəfstɑtuðəjɪəbətɪtwɪlgɛtbɛtə,data\speechocean\audio\so_train_00370.wav,speechocean762,10,31
speechocean_train_371,THIS IS VERY BIG DEAL,ðɪsɪzvɛribɪgdil,ðɪsɪzvɛribɪgdil,data\speechocean\audio\so_train_00371.wav,speechocean762,10,31
speechocean_train_372,DO YOU KNOW WHY THEY CLOSED,dʊjunoʊwaɪðeɪkloʊzd,dʊjunoʊwaɪðeɪkloʊzd,data\speechocean\audio\so_train_00372.wav,speechocean762,10,31
speechocean_train_373,WHY IS THE BEST PLACE TO WORK,waɪɪzðəbɛstpleɪstuwɜrk,waɪɪzðəbɛstpleɪstuwɜrk,data\speechocean\audio\so_train_00373.wav,speechocean762,10,31
speechocean_train_374,MOVE ON TO THE NEXT FISH,muvəntuðənɛkstfɪʃ,muvəntuðənɛkstfɪʃ,data\speechocean\audio\so_train_00374.wav,speechocean762,9,31
speechocean_train_375,I MUST MAKE THE ATTACK FROM THE OTHER SIDE,aɪməstmeɪkðiətækfrəmðiʌðəsaɪd,aɪməstmeɪkðiətækfrəmðiʌðəsaɪd,data\speechocean\audio\so_train_00375.wav,speechocean762,9,31
speechocean_train_376,BUT YOU MUST WAIT TILL HE COMES BACK,bətjuməstweɪttɪlhikəmzbæk,bətjuməstweɪttɪlhikəmzbæk,data\speechocean\audio\so_train_00376.wav,speechocean762,9,31
speechocean_train_377,NOTHING COMES FROM A SINGLE CAUSE BUT FROM MANY,nʌθɪŋkəmzfrəməsɪŋglkɔzbətfrəmmɛni,nʌθɪŋkəmzfrəməsɪŋglkɔzbətfrəmmɛni,data\speechocean\audio\so_train_00377.wav,speechocean762,9,31
speechocean_train_378,BUT THE WORK WAS VERY HARD AND HOT,bətðəwɜrkwəzvɛrihɑdændhət,bətðəwɜrkwəzvɛrihɑdændhət,data\speechocean\audio\so_train_00378.wav,speechocean762,8,31
speechocean_train_379,THAT'S THE WAY IT IS MY SON,ðætsðəweɪɪtɪzmaɪsən,ðætsðəweɪɪtɪzmaɪsən,data\speechocean\audio\so_train_00379.wav,speechocean762,9,31
speechocean_train_380,WE HAD ONE DRIVE THE WHOLE GAME FOR SCORE,wihædwəndraɪvðəhoʊlgeɪmfɔskɔ,wihædwəndraɪvðəhoʊlgeɪmfɔskɔ,data\speechocean\audio\so_train_00380.wav,speechocean762,9,30
speechocean_train_381,THERE'S NO TIME TO WASTE,ðɛrznoʊtaɪmtuweɪst,ðɛrznoʊtaɪmtuweɪst,data\speechocean\audio\so_train_00381.wav,speechocean762,8,30
speechocean_train_382,IT MAKES MORE SENSE THAN GOING TO WAR,ɪtmeɪksmɔsɛnsðəngoʊɪŋtuwɔ,ɪtmeɪksmɔsɛnsðəngoʊɪŋtuwɔ,data\speechocean\audio\so_train_00382.wav,speechocean762,9,30
speechocean_train_383,CONGRESS WOULD MAKE THE FINAL DESIGNATION,kʌŋgrɛswʊdmeɪkðəfaɪnldɛzɪgneɪʃn,kʌŋgrɛswʊdmeɪkðəfaɪnldɛzɪgneɪʃn,data\speechocean\audio\so_train_00383.wav,speechocean762,8,30
speechocean_train_384,SHE KNOWS HE LOVES HER AND SHE LOVES HIM,ʃinoʊzhiləvzhɜrənʃiləvzhɪm,ʃinoʊzhiləvzhɜrənʃiləvzhɪm,data\speechocean\audio\so_train_00384.wav,speechocean762,9,30
speechocean_train_385,PRIDE IN THE COUNTRY WAS ALSO DOWN,praɪdɪnðəkʌntriwəzɔlsoʊdaʊn,praɪdɪnðəkʌntriwəzɔlsoʊdaʊn,data\speechocean\audio\so_train_00385.wav,speechocean762,9,30
speechocean_train_386,SOMETHING ALWAYS SEEM TO HAPPEN TO HER,sʌmθɪŋɔlweɪzsimtuhæpəntuhɜr,sʌmθɪŋɔlweɪzsimtuhæpəntuhɜr,data\speechocean\audio\so_train_00386.wav,speechocean762,9,30
speechocean_train_387,BECAUSE I KNOW I NEED MORE THAN WHAT I HAVE,bɪkʌzaɪnoʊaɪnidmɔðənwətaɪhæv,bɪkʌzaɪnoʊaɪnidmɔðənwətaɪhæv,data\speechocean\audio\so_train_00387.wav,speechocean762,8,30
speechocean_train_388,IN ORDER TO WORK EFFECTIVELY YOU NEED TO BE ORGANIZE,ɪnɔdətuwɜrkɪfɛktɪvlijunidtubiɔgənaɪz,ɪnɔdətuwɜrkɪfɛktɪvlijunidtubiɔgənaɪz,data\speechocean\audio\so_train_00388.wav,speechocean762,9,30
speechocean_train_389,CAN WE GET BACK TO THEN,kænwigɛtbæktuðɛn,kænwigɛtbæktuðɛn,data\speechocean\audio\so_train_00389.wav,speechocean762,9,30
speechocean_train_390,IT'S A GOOD THING THAT THE GOVERNMENT IS LISTENING,ɪtsəgʊdθɪŋðætðəgəvənməntɪzlɪsənɪŋ,ɪtsəgʊdθɪŋðætðəgəvənməntɪzlɪsənɪŋ,data\speechocean\audio\so_train_00390.wav,speechocean762,9,30
speechocean_train_391,WAS THERE REASON FOR THAT PARTICULAR AMOUNT OF VIEWINGS,wəzðɛrriznfɔðætpətɪkjələəmaʊntəvvjuɪŋs,wəzðɛrriznfɔðætpətɪkjələəmaʊntəvvjuɪŋs,data\speechocean\audio\so_train_00391.wav,speechocean762,9,30
speechocean_train_392,HIT THE HEAD ON THE NAIL,hɪtðəhɛdənðəneɪl,hɪtðəhɛdənðəneɪl,data\speechocean\audio\so_train_00392.wav,speechocean762,8,30
speechocean_train_393,ABOUT TO GET IN MY BED,əbaʊttəgɛtɪnmaɪbɛd,əbaʊttəgɛtɪnmaɪbɛd,data\speechocean\audio\so_train_00393.wav,speechocean762,9,30
speechocean_train_394,IF HE WANTED TO BE HERE HE WOULD BE,ɪfhiwʌntɪdtubihɪəhiwʊdbi,ɪfhiwʌntɪdtubihɪəhiwʊdbi,data\speechocean\audio\so_train_00394.wav,speechocean762,9,30
speechocean_train_395,SO A LONG TIME AGO THIS HAPPENED,soʊəlɔŋtaɪməgoʊðɪshæpənd,soʊəlɔŋtaɪməgoʊðɪshæpənd,data\speechocean\audio\so_train_00395.wav,speechocean762,9,30
speechocean_train_396,IT WOULD BE FUNNY IF IT WERE NOT SO SAD,ɪtwʊdbifʌniɪfɪtwɜrnətsoʊsæd,ɪtwʊdbifʌniɪfɪtwɜrnətsoʊsæd,data\speechocean\audio\so_train_00396.wav,speechocean762,9,30
speechocean_train_397,EVERY ONE AT SAME MOMENT LOOKED AT IT,ɛvriwənætseɪmmoʊməntlʊktætɪt,ɛvriwənætseɪmmoʊməntlʊktætɪt,data\speechocean\audio\so_train_00397.wav,speechocean762,9,30
speechocean_train_398,GIVE ME SOMETHING TO GO ON,gɪvmisʌmθɪŋtugoʊən,gɪvmisʌmθɪŋtugoʊən,data\speechocean\audio\so_train_00398.wav,speechocean762,9,30
speechocean_train_399,AND NO ONE WOULD CARE ENOUGH TO COME LOOKING,ændnoʊwənwʊdkɛrɪnʌftukəmlʊkɪŋ,ændnoʊwənwʊdkɛrɪnʌftukəmlʊkɪŋ,data\speechocean\audio\so_train_00399.wav,speechocean762,9,30
speechocean_train_400,BITTER LIVED IN FANS,bɪtɜrlɪvdɪnfænz,bɪtɜrlɪvdɪnfænz,data\speechocean\audio\so_train_00400.wav,speechocean762,8,7
speechocean_train_401,JACK IS FROM AUSTRALIA,dʒækɪzfrəmɔstreɪljə,dʒækɪzfrəmɔstreɪljə,data\speechocean\audio\so_train_00401.wav,speechocean762,8,7
speechocean_train_402,ALISA IS FROM CHINA,əlisəɪzfrəmtʃaɪnə,əlisəɪzfrəmtʃaɪnə,data\speechocean\audio\so_train_00402.wav,speechocean762,8,7
speechocean_train_403,ONE SEVEN FIVE FIVE,wənsɛvnfaɪvfaɪv,wənsɛvnfaɪvfaɪv,data\speechocean\audio\so_train_00403.wav,speechocean762,8,7
speechocean_train_404,TWO TWO NINE,tutunaɪn,tutunaɪn,data\speechocean\audio\so_train_00404.wav,speechocean762,10,7
speechocean_train_405,TINA GOT SOME TURKEY,tinəgətsəmtɜrki,tinəgətsəmtɜrki,data\speechocean\audio\so_train_00405.wav,speechocean762,8,7
speechocean_train_406,JACK WAS WALKING TO FAT,dʒækwəzwɔkɪŋtufæt,dʒækwəzwɔkɪŋtufæt,data\speechocean\audio\so_train_00406.wav,speechocean762,9,7
speechocean_train_407,SO LYNDA WHEN ON TO COMPANY,soʊlɪndəwɛnəntukʌmpəni,soʊlɪndəwɛnəntukʌmpəni,data\speechocean\audio\so_train_00407.wav,speechocean762,8,7
speechocean_train_408,HE LOVES BACK MUSHROOM,hiləvzbækmʌʃrʊm,hiləvzbækmʌʃrʊm,data\speechocean\audio\so_train_00408.wav,speechocean762,8,7
speechocean_train_409,DAVID THIS IS CLEAR,dɛvɪdðɪsɪzklɪə,dɛvɪdðɪsɪzklɪə,data\speechocean\audio\so_train_00409.wav,speechocean762,9,7
speechocean_train_410,HENNY GOT THE EGGPLANT,hɛnigətðəɛgplænt,hɛnigətðəɛgplænt,data\speechocean\audio\so_train_00410.wav,speechocean762,8,7
speechocean_train_411,BEAUTIFUL THE NAME IS,bjutɪflðəneɪmɪz,bjutɪflðəneɪmɪz,data\speechocean\audio\so_train_00411.wav,speechocean762,8,7
speechocean_train_412,I HAVE NO ONE BUT YOU,aɪhævnoʊwənbətju,aɪhævnoʊwənbətju,data\speechocean\audio\so_train_00412.wav,speechocean762,8,7
speechocean_train_413,DO YOU LIKE IT TOO,dujulaɪkɪttu,dujulaɪkɪttu,data\speechocean\audio\so_train_00413.wav,speechocean762,8,7
speechocean_train_414,MANDY IS GOING TO SEE SHARK,mændiɪzgoʊɪŋtusiʃɑk,mændiɪzgoʊɪŋtusiʃɑk,data\speechocean\audio\so_train_00414.wav,speechocean762,8,7
speechocean_train_415,DAVID CAN PAINT THE DONKEY,dɛvɪdkænpeɪntðədʌŋki,dɛvɪdkænpeɪntðədʌŋki,data\speechocean\audio\so_train_00415.wav,speechocean762,8,7
speechocean_train_416,ANDY RAN AWAY FROM THE SQUID,ændɪrænəweɪfrəmðəskwɪd,ændɪrænəweɪfrəmðəskwɪd,data\speechocean\audio\so_train_00416.wav,speechocean762,8,7
speechocean_train_417,TIM WENT TO SEE KILLER,tɪmwɛnttusikɪlɜr,tɪmwɛnttusikɪlɜr,data\speechocean\audio\so_train_00417.wav,speechocean762,9,7
speechocean_train_418,SEVEN FOUR ONE TWO,sɛvnfɔrwəntu,sɛvnfɔrwəntu,data\speechocean\audio\so_train_00418.wav,speechocean762,10,7
speechocean_train_419,THREE SIX FOUR SEVEN,θrisɪksfɔrsɛvn,θrisɪksfɔrsɛvn,data\speechocean\audio\so_train_00419.wav,speechocean762,8,7
speechocean_train_420,DAVID IS AN EXPERT AT AMERICAN FOOTBALL,dɛvɪdɪzænɛkspɜrtætəmɛrɪkənfʊtbɔl,dɛvɪdɪzænɛkspɜrtætəmɛrɪkənfʊtbɔl,data\speechocean\audio\so_train_00420.wav,speechocean762,9,7
speechocean_train_421,DOES NEIL LIKE THE NOODLES,dəznillaɪkðənudlz,dəznillaɪkðənudlz,data\speechocean\audio\so_train_00421.wav,speechocean762,8,7
speechocean_train_422,LET'S DRAW JACK'S ARM,lɛtsdrɔdʒæksɑm,lɛtsdrɔdʒæksɑm,data\speechocean\audio\so_train_00422.wav,speechocean762,8,7
speechocean_train_423,WHAT OUT THE CAR,wətaʊtðəkɑr,wətaʊtðəkɑr,data\speechocean\audio\so_train_00423.wav,speechocean762,9,7
speechocean_train_424,SO NEIL WENT ON TO STUDY,soʊnilwɛntəntustʌdi,soʊnilwɛntəntustʌdi,data\speechocean\audio\so_train_00424.wav,speechocean762,8,7
speechocean_train_425,THEN PETER WALKED TO THEM PARK,ðɛnpitɜrwɔkttuðəmpɑk,ðɛnpitɜrwɔkttuðəmpɑk,data\speechocean\audio\so_train_00425.wav,speechocean762,8,7
speechocean_train_426,THEN DAVID WALKED TO PARK,ðɛndɛvɪdwɔkttupɑk,ðɛndɛvɪdwɔkttupɑk,data\speechocean\audio\so_train_00426.wav,speechocean762,9,7
speechocean_train_427,TINA IS DRAWING THE MUSHROOM,tinəɪzdrɔɪŋðəmʌʃrʊm,tinəɪzdrɔɪŋðəmʌʃrʊm,data\speechocean\audio\so_train_00427.wav,speechocean762,8,7
