id,word,ipa,audio_path,split,ipa_clean
838,developmental,/dɪˌveləpˈmentl/,audio/developmental/en024546.mp3,train,dɪˌveləpˈmentl
839,perfect,/ˈpɜːrfɪkt/,audio/perfect/en063106.mp3,train,ˈpɜːrfɪkt
840,channel,/ˈtʃænəl/,audio/channel/en014003.mp3,train,ˈtʃænəl
841,exempt,/ɪgˈzɛmpt/,audio/exempt/en031559.mp3,train,ɪgˈzɛmpt
842,act,/ˈækt/,audio/act/en000947.mp3,train,ˈækt
843,linear,/ˈlɪniər/,audio/linear/en051439.mp3,train,ˈlɪniər
844,forms,/ˈfɔːrm/,audio/forms/en036118.mp3,train,ˈfɔːrm
845,assignments,/əˈsaɪnmənt/,audio/assignments/en004829.mp3,train,əˈsaɪnmənt
846,nations,/ˈneɪʃən/,audio/nations/en057634.mp3,train,ˈneɪʃən
847,light,/ˈlaɪt/,audio/light/en051167.mp3,train,ˈlaɪt
848,importance,/ɪmˈpɔːrtəns/,audio/importance/en045397.mp3,train,ɪmˈpɔːrtəns
849,decades,/ˈdɛkeɪd/,audio/decades/en022832.mp3,train,ˈdɛkeɪd
850,paths,/ˈpɑːθ/,audio/paths/en062397.mp3,train,ˈpɑːθ
851,brick,/ˈbrɪk/,audio/brick/en010604.mp3,train,ˈbrɪk
852,vip,/ˌviːaɪˈpiː/,audio/vip/en1097028.mp3,train,ˌviːaɪˈpiː
853,cotton,/ˈkɒtən/,audio/cotton/en019913.mp3,train,ˈkɒtən
854,surveys,/ˈsɜːrveɪ/,audio/surveys/en086844.mp3,train,ˈsɜːrveɪ
855,makeup,/ˈmeɪkʌp/,audio/makeup/en053335.mp3,train,ˈmeɪkʌp
856,gem,/ˈdʒɛm/,audio/gem/en037956.mp3,train,ˈdʒɛm
857,scholars,/ˈskɒlər/,audio/scholars/en075730.mp3,train,ˈskɒlər
858,champions,/ˈtʃæmpiən/,audio/champions/en013921.mp3,train,ˈtʃæmpiən
859,coaching,/ˈkəʊtʃɪŋ/,audio/coaching/en016210.mp3,train,ˈkəʊtʃɪŋ
860,exposed,/ɪkˈspəʊzd/,audio/exposed/en032011.mp3,train,ɪkˈspəʊzd
861,colonial,/kəˈləʊniəl/,audio/colonial/en1017128.mp3,train,kəˈləʊniəl
862,just,/ˈdʒʌst/,audio/just/en048604.mp3,train,ˈdʒʌst
863,talking,/ˈtɔːkɪŋ/,audio/talking/en088057.mp3,train,ˈtɔːkɪŋ
864,fight,/ˈfaɪt/,audio/fight/en033830.mp3,train,ˈfaɪt
865,courses,/ˈkɔːrs/,audio/courses/en020200.mp3,train,ˈkɔːrs
866,remark,/rɪˈmɑːrk/,audio/remark/en071594.mp3,train,rɪˈmɑːrk
867,past,/ˈpɑːst/,audio/past/en062290.mp3,train,ˈpɑːst
868,guided,/ˈgaɪdɪd/,audio/guided/en1039540.mp3,train,ˈgaɪdɪd
869,latest,/ˈleɪtɪst/,audio/latest/en049851.mp3,train,ˈleɪtɪst
870,villa,/ˈvɪlə/,audio/villa/en095676.mp3,train,ˈvɪlə
871,therefore,/ˈðɛərfɔːr/,audio/therefore/en089335.mp3,train,ˈðɛərfɔːr
872,harassment,/ˈhærəsmənt/,audio/harassment/en041641.mp3,train,ˈhærəsmənt
873,dutch,/ˈdʌtʃ/,audio/dutch/en028030.mp3,train,ˈdʌtʃ
874,stations,/ˈsteɪʃən/,audio/stations/en083878.mp3,train,ˈsteɪʃən
875,remind,/rɪˈmaɪnd/,audio/remind/en071647.mp3,train,rɪˈmaɪnd
876,appointed,/əˈpɔɪntɪd/,audio/appointed/en003886.mp3,train,əˈpɔɪntɪd
877,motel,/məʊˈtɛl/,audio/motel/en1057721.mp3,train,məʊˈtɛl
878,logic,/ˈlɒdʒɪk/,audio/logic/en1052714.mp3,train,ˈlɒdʒɪk
879,node,/ˈnəʊd/,audio/node/en1059504.mp3,train,ˈnəʊd
880,rob,/ˈrɒb/,audio/rob/en073712.mp3,train,ˈrɒb
881,gentleman,/ˈdʒɛntəlmən/,audio/gentleman/en038088.mp3,train,ˈdʒɛntəlmən
882,produce,/prəˈdjuːs/,audio/produce/en067101.mp3,train,prəˈdjuːs
883,wrist,/ˈrɪst/,audio/wrist/en099585.mp3,train,ˈrɪst
884,street,/ˈstriːt/,audio/street/en084965.mp3,train,ˈstriːt
885,sporting,/ˈspɔːrtɪŋ/,audio/sporting/en1083475.mp3,train,ˈspɔːrtɪŋ
886,tooth,/ˈtuːθ/,audio/tooth/en090872.mp3,train,ˈtuːθ
887,rally,/ˈræli/,audio/rally/en069325.mp3,train,ˈræli
888,projects,/ˈprɒdʒɛkt/,audio/projects/en067308.mp3,train,ˈprɒdʒɛkt
889,test,/ˈtɛst/,audio/test/en089071.mp3,train,ˈtɛst
890,providers,/prəˈvaɪdər/,audio/providers/en067789.mp3,train,prəˈvaɪdər
891,unsubscribe,/ˌʌnsəbˈskraɪb/,audio/unsubscribe/en1095034.mp3,train,ˌʌnsəbˈskraɪb
892,commentary,/ˈkɒməntəri/,audio/commentary/en1017460.mp3,train,ˈkɒməntəri
893,infrastructure,/ˈɪnfrəstrʌktʃər/,audio/infrastructure/en046200.mp3,train,ˈɪnfrəstrʌktʃər
894,gradually,/ˈgrædʒuəli/,audio/gradually/en039575.mp3,train,ˈgrædʒuəli
895,long,/ˈlɒŋ/,audio/long/en052166.mp3,train,ˈlɒŋ
896,screens,/ˈskriːn/,audio/screens/en076056.mp3,train,ˈskriːn
897,anybody,/ˈɛnibɒdi/,audio/anybody/en003517.mp3,train,ˈɛnibɒdi
898,fun,/ˈfʌn/,audio/fun/en037193.mp3,train,ˈfʌn
899,heather,/ˈhɛðər/,audio/heather/en042456.mp3,train,ˈhɛðər
900,items,/ˈaɪtəm/,audio/items/en047761.mp3,train,ˈaɪtəm
901,diagnostic,/ˌdaɪəgˈnɒstɪk/,audio/diagnostic/en1024325.mp3,train,ˌdaɪəgˈnɒstɪk
902,breaks,/ˈbreɪk/,audio/breaks/en010296.mp3,train,ˈbreɪk
903,devil,/ˈdɛvəl/,audio/devil/en024596.mp3,train,ˈdɛvəl
904,medications,/ˌmɛdɪˈkeɪʃən/,audio/medications/en1055305.mp3,train,ˌmɛdɪˈkeɪʃən
905,depression,/dɪˈprɛʃən/,audio/depression/en023937.mp3,train,dɪˈprɛʃən
906,jewish,/ˈdʒuːɪʃ/,audio/jewish/en048165.mp3,train,ˈdʒuːɪʃ
907,appropriations,/əˌprəʊpriˈeɪʃən/,audio/appropriations/en1004897.mp3,train,əˌprəʊpriˈeɪʃən
908,compensation,/ˌkɒmpənˈseɪʃən/,audio/compensation/en017448.mp3,train,ˌkɒmpənˈseɪʃən
909,oxford,/ˈɒksfəd/,audio/oxford/en1062295.mp3,train,ˈɒksfəd
910,ranks,/ˈræŋk/,audio/ranks/en069449.mp3,train,ˈræŋk
911,passage,/ˈpæsɪdʒ/,audio/passage/en062214.mp3,train,ˈpæsɪdʒ
912,replacement,/rɪˈpleɪsmənt/,audio/replacement/en071962.mp3,train,rɪˈpleɪsmənt
913,blacks,/blæk/,audio/blacks/en008416.mp3,train,blæk
914,natural,/ˈnætʃərəl/,audio/natural/en057686.mp3,train,ˈnætʃərəl
915,jungle,/ˈdʒʌŋgəl/,audio/jungle/en048557.mp3,train,ˈdʒʌŋgəl
916,navy,/ˈneɪvi/,audio/navy/en057736.mp3,train,ˈneɪvi
917,fatal,/ˈfeɪtəl/,audio/fatal/en033054.mp3,train,ˈfeɪtəl
918,initiative,/ɪˈnɪʃətɪv/,audio/initiative/en046353.mp3,train,ɪˈnɪʃətɪv
919,obtain,/əbˈteɪn/,audio/obtain/en059290.mp3,train,əbˈteɪn
920,trailer,/ˈtreɪlər/,audio/trailer/en091407.mp3,train,ˈtreɪlər
921,treatments,/ˈtriːtmənt/,audio/treatments/en091802.mp3,train,ˈtriːtmənt
922,advert,/ˈædvɜːrt/,audio/advert/en001570.mp3,train,ˈædvɜːrt
923,miniature,/ˈmɪnɪtʃər/,audio/miniature/en1056342.mp3,train,ˈmɪnɪtʃər
924,accept,/ækˈsɛpt/,audio/accept/en000403.mp3,train,ækˈsɛpt
925,architectural,/ˌɑːrkɪˈtɛktʃərəl/,audio/architectural/en1005202.mp3,train,ˌɑːrkɪˈtɛktʃərəl
926,violence,/ˈvaɪələns/,audio/violence/en095751.mp3,train,ˈvaɪələns
927,son,/ˈsʌn/,audio/son/en081488.mp3,train,ˈsʌn
928,journalism,/ˈdʒɜːrnəlɪzəm/,audio/journalism/en048370.mp3,train,ˈdʒɜːrnəlɪzəm
929,cheat,/ˈtʃiːt/,audio/cheat/en014292.mp3,train,ˈtʃiːt
930,relative,/ˈrɛlətɪv/,audio/relative/en071251.mp3,train,ˈrɛlətɪv
931,given,/ˈgɪvən/,audio/given/en038631.mp3,train,ˈgɪvən
932,compact,/kəmˈpækt/,audio/compact/en1017661.mp3,train,kəmˈpækt
933,holders,/ˈhəʊldər/,audio/holders/en043619.mp3,train,ˈhəʊldər
934,summary,/ˈsʌməri/,audio/summary/en086205.mp3,train,ˈsʌməri
935,fitted,/ˈfɪtɪd/,audio/fitted/en034384.mp3,train,ˈfɪtɪd
936,adjustable,/əˈdʒʌstəbəl/,audio/adjustable/en1001949.mp3,train,əˈdʒʌstəbəl
937,hospitality,/ˌhɒspɪˈtælɪti/,audio/hospitality/en044121.mp3,train,ˌhɒspɪˈtælɪti
938,decimal,/ˈdɛsɪməl/,audio/decimal/en1022437.mp3,train,ˈdɛsɪməl
939,average,/ˈævərɪdʒ/,audio/average/en005584.mp3,train,ˈævərɪdʒ
940,yet,/ˈjɛt/,audio/yet/en099871.mp3,train,ˈjɛt
941,flash,/ˈflæʃ/,audio/flash/en034603.mp3,train,ˈflæʃ
942,proudly,/ˈpraʊdli/,audio/proudly/en067736.mp3,train,ˈpraʊdli
943,acres,/ˈeɪkər/,audio/acres/en000917.mp3,train,ˈeɪkər
944,conviction,/kənˈvɪkʃən/,audio/conviction/en019375.mp3,train,kənˈvɪkʃən
945,exact,/ɪgˈzækt/,audio/exact/en031248.mp3,train,ɪgˈzækt
946,admin,/ˈædmɪn/,audio/admin/en1001969.mp3,train,ˈædmɪn
947,subject,/ˈsʌbdʒɪkt/,audio/subject/en085623.mp3,train,ˈsʌbdʒɪkt
948,dance,/ˈdɑːns/,audio/dance/en022283.mp3,train,ˈdɑːns
949,virus,/ˈvaɪərəs/,audio/virus/en095818.mp3,train,ˈvaɪərəs
950,ingredients,/ɪnˈgriːdiənt/,audio/ingredients/en046232.mp3,train,ɪnˈgriːdiənt
951,stress,/ˈstrɛs/,audio/stress/en085019.mp3,train,ˈstrɛs
952,lender,/ˈlɛndər/,audio/lender/en050648.mp3,train,ˈlɛndər
953,conflict,/ˈkɒnflɪkt/,audio/conflict/en018247.mp3,train,ˈkɒnflɪkt
954,circulation,/ˌsɜːrkjʊˈleɪʃən/,audio/circulation/en1015687.mp3,train,ˌsɜːrkjʊˈleɪʃən
955,oil,/ˈɔɪl/,audio/oil/en059625.mp3,train,ˈɔɪl
956,standings,/ˈstændɪŋ/,audio/standings/en083583.mp3,train,ˈstændɪŋ
957,process,/ˈprəʊsɛs/,audio/process/en067032.mp3,train,ˈprəʊsɛs
958,tail,/ˈteɪl/,audio/tail/en087789.mp3,train,ˈteɪl
959,liable,/ˈlaɪəbəl/,audio/liable/en050927.mp3,train,ˈlaɪəbəl
960,lazy,/ˈleɪzi/,audio/lazy/en050142.mp3,train,ˈleɪzi
961,vulnerable,/ˈvʌlnərəbəl/,audio/vulnerable/en096063.mp3,train,ˈvʌlnərəbəl
962,coin,/ˈkɔɪn/,audio/coin/en016502.mp3,train,ˈkɔɪn
963,counters,/ˈkaʊntər/,audio/counters/en020061.mp3,train,ˈkaʊntər
964,leo,/ˈliːəʊ/,audio/leo/en050725.mp3,train,ˈliːəʊ
965,height,/ˈhaɪt/,audio/height/en042592.mp3,train,ˈhaɪt
966,rise,/ˈraɪz/,audio/rise/en073554.mp3,train,ˈraɪz
967,yard,/'jɑːd/,audio/yard/en099752.mp3,train,'jɑːd
968,gets,/ˈgɛt/,audio/gets/en038153.mp3,train,ˈgɛt
969,phone,/ˈfəʊn/,audio/phone/en063587.mp3,train,ˈfəʊn
970,european,/ˌjʊərəˈpɪən/,audio/european/en030977.mp3,train,ˌjʊərəˈpɪən
971,elsewhere,/ˌɛlsˈhwɛər/,audio/elsewhere/en029112.mp3,train,ˌɛlsˈhwɛər
972,undertake,/ˌʌndərˈteɪk/,audio/undertake/en093606.mp3,train,ˌʌndərˈteɪk
973,newsletter,/ˈnjuːzlɛtər/,audio/newsletter/en058146.mp3,train,ˈnjuːzlɛtər
974,marketing,/ˈmɑːrkɪtɪŋ/,audio/marketing/en053861.mp3,train,ˈmɑːrkɪtɪŋ
975,operating,/ˈɒpəreɪtɪŋ/,audio/operating/en059929.mp3,train,ˈɒpəreɪtɪŋ
976,will,/ˈwɪl/,audio/will/en098304.mp3,train,ˈwɪl
977,oasis,/əʊˈeɪsɪs/,audio/oasis/en1060157.mp3,train,əʊˈeɪsɪs
978,mature,/məˈtjʊər/,audio/mature/en054233.mp3,train,məˈtjʊər
979,comes,/ˈkʌm/,audio/comes/en016826.mp3,train,ˈkʌm
980,physical,/ˈfɪzɪkəl/,audio/physical/en063666.mp3,train,ˈfɪzɪkəl
981,slight,/ˈslaɪt/,audio/slight/en079990.mp3,train,ˈslaɪt
982,students,/ˈstuːdənt/,audio/students/en085397.mp3,train,ˈstuːdənt
983,administration,/ədˌmɪnɪˈstreɪʃən/,audio/administration/en001369.mp3,train,ədˌmɪnɪˈstreɪʃən
984,netherlands,/ˈnɛðərləndz/,audio/netherlands/en058043.mp3,train,ˈnɛðərləndz
985,substantial,/səbˈstænʃəl/,audio/substantial/en085767.mp3,train,səbˈstænʃəl
986,vendor,/ˈvɛndɔːr/,audio/vendor/en095331.mp3,train,ˈvɛndɔːr
987,diagram,/ˈdaɪəgræm/,audio/diagram/en1024346.mp3,train,ˈdaɪəgræm
988,photographer,/fəˈtɒgrəfər/,audio/photographer/en063636.mp3,train,fəˈtɒgrəfər
989,clips,/ˈklɪp/,audio/clips/en015844.mp3,train,ˈklɪp
990,sad,/ˈsæd/,audio/sad/en074750.mp3,train,ˈsæd
991,latex,/ˈleɪtɛks/,audio/latex/en1050687.mp3,train,ˈleɪtɛks
992,converter,/kənˈvɜːrtər/,audio/converter/en019329.mp3,train,kənˈvɜːrtər
993,den,/ˈdɛn/,audio/den/en023637.mp3,train,ˈdɛn
994,whole,/ˈhəʊl/,audio/whole/en098012.mp3,train,ˈhəʊl
995,forever,/fəˈrɛvər/,audio/forever/en035966.mp3,train,fəˈrɛvər
996,polar,/ˈpəʊlər/,audio/polar/en1066507.mp3,train,ˈpəʊlər
997,rolling,/ˈrəʊlɪŋ/,audio/rolling/en073939.mp3,train,ˈrəʊlɪŋ
998,opponent,/əˈpəʊnənt/,audio/opponent/en059977.mp3,train,əˈpəʊnənt
999,distant,/ˈdɪstənt/,audio/distant/en026095.mp3,train,ˈdɪstənt
1000,salmon,/ˈsæmən/,audio/salmon/en074963.mp3,train,ˈsæmən
1001,attach,/əˈtætʃ/,audio/attach/en005112.mp3,train,əˈtætʃ
1002,plastics,/ˈplæstɪk/,audio/plastics/en064437.mp3,train,ˈplæstɪk
1003,shoppers,/ˈʃɒpər/,audio/shoppers/en1079686.mp3,train,ˈʃɒpər
1004,copper,/ˈkɒpər/,audio/copper/en019554.mp3,train,ˈkɒpər
1005,lady,/ˈleɪdi/,audio/lady/en049477.mp3,train,ˈleɪdi
1006,magnetic,/mægˈnɛtɪk/,audio/magnetic/en1053678.mp3,train,mægˈnɛtɪk
1007,hypothesis,/haɪˈpɒθɪsɪs/,audio/hypothesis/en1043470.mp3,train,haɪˈpɒθɪsɪs
1008,inns,/ˈɪn/,audio/inns/en046464.mp3,train,ˈɪn
1009,fabulous,/ˈfæbjʊləs/,audio/fabulous/en032284.mp3,train,ˈfæbjʊləs
1010,consolidation,/kənˌsɒlɪˈdeɪʃən/,audio/consolidation/en1018896.mp3,train,kənˌsɒlɪˈdeɪʃən
1011,animation,/ˌænɪˈmeɪʃən/,audio/animation/en1004042.mp3,train,ˌænɪˈmeɪʃən
1012,starter,/ˈstɑːrtər/,audio/starter/en083749.mp3,train,ˈstɑːrtər
1013,album,/ˈælbəm/,audio/album/en002303.mp3,train,ˈælbəm
1014,proposed,/prəˈpəʊzd/,audio/proposed/en067558.mp3,train,prəˈpəʊzd
1015,campaigns,/ˌkæmˈpeɪn/,audio/campaigns/en012468.mp3,train,ˌkæmˈpeɪn
1016,publicly,/ˈpʌblɪkli/,audio/publicly/en067965.mp3,train,ˈpʌblɪkli
1017,selection,/sɪˈlɛkʃən/,audio/selection/en076705.mp3,train,sɪˈlɛkʃən
1018,approval,/əˈpruːvəl/,audio/approval/en004025.mp3,train,əˈpruːvəl
1019,swim,/ˈswɪm/,audio/swim/en087318.mp3,train,ˈswɪm
1020,unfortunately,/ʌnˈfɔːrtʃʊnətli/,audio/unfortunately/en093853.mp3,train,ʌnˈfɔːrtʃʊnətli
1021,artwork,/ˈɑːrtwɜːrk/,audio/artwork/en004499.mp3,train,ˈɑːrtwɜːrk
1022,see,/ˈsiː/,audio/see/en076572.mp3,train,ˈsiː
1023,fears,/ˈfɪər/,audio/fears/en033190.mp3,train,ˈfɪər
1024,political,/pəˈlɪtɪkəl/,audio/political/en065197.mp3,train,pəˈlɪtɪkəl
1025,variation,/ˌvɛəriˈeɪʃən/,audio/variation/en1096080.mp3,train,ˌvɛəriˈeɪʃən
1026,chubby,/ˈtʃʌbi/,audio/chubby/en015062.mp3,train,ˈtʃʌbi
1027,cashiers,/kæˈʃɪər/,audio/cashiers/en013245.mp3,train,kæˈʃɪər
1028,amongst,/əˈmʌŋst/,audio/amongst/en003083.mp3,train,əˈmʌŋst
1029,drag,/ˈdræg/,audio/drag/en027155.mp3,train,ˈdræg
1030,meet,/ˈmiːt/,audio/meet/en054635.mp3,train,ˈmiːt
1031,silver,/ˈsɪlvər/,audio/silver/en079005.mp3,train,ˈsɪlvər
1032,screening,/ˈskriːnɪŋ/,audio/screening/en076061.mp3,train,ˈskriːnɪŋ
1033,cultural,/ˈkʌltʃərəl/,audio/cultural/en021578.mp3,train,ˈkʌltʃərəl
1034,saves,/ˈseɪv/,audio/saves/en075313.mp3,train,ˈseɪv
1035,subtle,/ˈsʌtəl/,audio/subtle/en085783.mp3,train,ˈsʌtəl
1036,calendar,/ˈkælɪndər/,audio/calendar/en012311.mp3,train,ˈkælɪndər
1037,high,/ˈhaɪ/,audio/high/en043116.mp3,train,ˈhaɪ
1038,number,/ˈnʌmbər/,audio/number/en058976.mp3,train,ˈnʌmbər
1039,decor,/deɪkɔːr/,audio/decor/en1022543.mp3,train,deɪkɔːr
1040,drawings,/ˈdrɔːɪŋ/,audio/drawings/en027295.mp3,train,ˈdrɔːɪŋ
1041,peer,/ˈpɪər/,audio/peer/en062873.mp3,train,ˈpɪər
1042,shoes,/ˈʃuː/,audio/shoes/en078102.mp3,train,ˈʃuː
1043,chance,/ˈtʃɑːns/,audio/chance/en013948.mp3,train,ˈtʃɑːns
1044,wrestling,/ˈrɛslɪŋ/,audio/wrestling/en099525.mp3,train,ˈrɛslɪŋ
1045,chemicals,/ˈkɛmɪkəl/,audio/chemicals/en014492.mp3,train,ˈkɛmɪkəl
1046,workers,/ˈwɜːrkər/,audio/workers/en099085.mp3,train,ˈwɜːrkər
1047,latitude,/ˈlætɪtjuːd/,audio/latitude/en1050710.mp3,train,ˈlætɪtjuːd
1048,tend,/ˈtɛnd/,audio/tend/en088818.mp3,train,ˈtɛnd
1049,add,/ˌeɪdiːˈdiː/,audio/add/en001129.mp3,train,ˌeɪdiːˈdiː
1050,connections,/kəˈnɛkʃən/,audio/connections/en018371.mp3,train,kəˈnɛkʃən
1051,prison,/ˈprɪzən/,audio/prison/en066856.mp3,train,ˈprɪzən
1052,testimony,/ˈtɛstɪməni/,audio/testimony/en1089174.mp3,train,ˈtɛstɪməni
1053,hepatitis,/ˌhɛpəˈtaɪtɪs/,audio/hepatitis/en1041415.mp3,train,ˌhɛpəˈtaɪtɪs
1054,packaging,/ˈpækɪdʒɪŋ/,audio/packaging/en061393.mp3,train,ˈpækɪdʒɪŋ
1055,pop,/ˈpɒp/,audio/pop/en065353.mp3,train,ˈpɒp
1056,boundary,/ˈbaʊndəri/,audio/boundary/en009901.mp3,train,ˈbaʊndəri
1057,badge,/ˈbædʒ/,audio/badge/en006080.mp3,train,ˈbædʒ
1058,elite,/ɪˈliːt/,audio/elite/en029076.mp3,train,ɪˈliːt
1059,committee,/kəˈmɪti/,audio/committee/en017205.mp3,train,kəˈmɪti
1060,pressed,/ˈprɛst/,audio/pressed/en066468.mp3,train,ˈprɛst
1061,parliament,/ˈpɑːləmənt/,audio/parliament/en061985.mp3,train,ˈpɑːləmənt
1062,awesome,/ˈɔːsəm/,audio/awesome/en005736.mp3,train,ˈɔːsəm
1063,costs,/ˈkɒst/,audio/costs/en019846.mp3,train,ˈkɒst
1064,enhancements,/ɪnˈhɑːnsmənt/,audio/enhancements/en030009.mp3,train,ɪnˈhɑːnsmənt
1065,finite,/ˈfaɪnaɪt/,audio/finite/en1033525.mp3,train,ˈfaɪnaɪt
1066,instructor,/ɪnˈstrʌktər/,audio/instructor/en046813.mp3,train,ɪnˈstrʌktər
1067,surprising,/sərˈpraɪzɪŋ/,audio/surprising/en086763.mp3,train,sərˈpraɪzɪŋ
1068,palm,/ˈpɑːm/,audio/palm/en061648.mp3,train,ˈpɑːm
1069,mailing,/ˈmeɪlɪŋ/,audio/mailing/en053178.mp3,train,ˈmeɪlɪŋ
1070,historical,/hɪˈstɒrɪkəl/,audio/historical/en043407.mp3,train,hɪˈstɒrɪkəl
1071,distributor,/dɪˈstrɪbjʊtər/,audio/distributor/en1026017.mp3,train,dɪˈstrɪbjʊtər
1072,herb,/ˈhɜːrb/,audio/herb/en042827.mp3,train,ˈhɜːrb
1073,jam,/ˈdʒæm/,audio/jam/en047893.mp3,train,ˈdʒæm
1074,origin,/ˈɒrɪdʒɪn/,audio/origin/en060248.mp3,train,ˈɒrɪdʒɪn
1075,bonus,/ˈbəʊnəs/,audio/bonus/en009408.mp3,train,ˈbəʊnəs
1076,hypothetical,/ˌhaɪpəˈθɛtɪkəl/,audio/hypothetical/en1043491.mp3,train,ˌhaɪpəˈθɛtɪkəl
1077,driving,/ˈdraɪvɪŋ/,audio/driving/en027530.mp3,train,ˈdraɪvɪŋ
1078,beds,/ˈbɛd/,audio/beds/en007269.mp3,train,ˈbɛd
1079,thousands,/ˈθaʊzənd/,audio/thousands/en089719.mp3,train,ˈθaʊzənd
1080,consistency,/kənˈsɪstənsi/,audio/consistency/en018583.mp3,train,kənˈsɪstənsi
1081,stylish,/ˈstaɪlɪʃ/,audio/stylish/en085587.mp3,train,ˈstaɪlɪʃ
1082,consecutive,/kənˈsɛkjʊtɪv/,audio/consecutive/en1018797.mp3,train,kənˈsɛkjʊtɪv
1083,ranking,/ˈræŋkɪŋ/,audio/ranking/en069455.mp3,train,ˈræŋkɪŋ
1084,editors,/ˈɛdɪtər/,audio/editors/en028626.mp3,train,ˈɛdɪtər
1085,combined,/kəmˈbaɪnd/,audio/combined/en016816.mp3,train,kəmˈbaɪnd
1086,diving,/ˈdaɪvɪŋ/,audio/diving/en026436.mp3,train,ˈdaɪvɪŋ
1087,attractions,/əˈtrækʃən/,audio/attractions/en005311.mp3,train,əˈtrækʃən
1088,brokers,/ˈbrəʊkər/,audio/brokers/en010980.mp3,train,ˈbrəʊkər
1089,offline,/ˌɒfˈlaɪn/,audio/offline/en1060589.mp3,train,ˌɒfˈlaɪn
1090,concept,/ˈkɒnsɛpt/,audio/concept/en017938.mp3,train,ˈkɒnsɛpt
1091,amendment,/əˈmɛndmənt/,audio/amendment/en003007.mp3,train,əˈmɛndmənt
1092,forget,/fərˈgɛt/,audio/forget/en036014.mp3,train,fərˈgɛt
1093,various,/ˈvɛəriəs/,audio/various/en095177.mp3,train,ˈvɛəriəs
1094,william,/ˈwɪljəm/,audio/william/en1099234.mp3,train,ˈwɪljəm
1095,case,/ˈkeɪs/,audio/case/en013217.mp3,train,ˈkeɪs
1096,working,/ˈwɜːrkɪŋ/,audio/working/en099111.mp3,train,ˈwɜːrkɪŋ
1097,sapphire,/ˈsæfaɪər/,audio/sapphire/en1076456.mp3,train,ˈsæfaɪər
1098,colleagues,/ˈkɒliːg/,audio/colleagues/en016637.mp3,train,ˈkɒliːg
1099,software,/ˈsɒftwɛər/,audio/software/en081237.mp3,train,ˈsɒftwɛər
1100,hebrew,/ˈhiːbruː/,audio/hebrew/en1041147.mp3,train,ˈhiːbruː
1101,badly,/ˈbædli/,audio/badly/en006108.mp3,train,ˈbædli
1102,explanation,/ˌɛkspləˈneɪʃən/,audio/explanation/en031923.mp3,train,ˌɛkspləˈneɪʃən
1103,reporter,/rɪˈpɔːrtər/,audio/reporter/en072052.mp3,train,rɪˈpɔːrtər
1104,tech,/ˈtɛk/,audio/tech/en088553.mp3,train,ˈtɛk
1105,extends,/ɪkˈstɛnd/,audio/extends/en032059.mp3,train,ɪkˈstɛnd
1106,specific,/spɪˈsɪfɪk/,audio/specific/en082174.mp3,train,spɪˈsɪfɪk
1107,tabs,/ˈtæb/,audio/tabs/en087660.mp3,train,ˈtæb
1108,few,/ˈfjuː/,audio/few/en033629.mp3,train,ˈfjuː
1109,controllers,/kənˈtrəʊlər/,audio/controllers/en019176.mp3,train,kənˈtrəʊlər
1110,stylus,/ˈstaɪləs/,audio/stylus/en1085749.mp3,train,ˈstaɪləs
1111,but,/ˈbʌt/,audio/but/en012019.mp3,train,ˈbʌt
1112,diet,/ˈdaɪət/,audio/diet/en024849.mp3,train,ˈdaɪət
1113,get,/ˈgɛt/,audio/get/en038153.mp3,train,ˈgɛt
1114,researcher,/rɪˈsɜːrtʃər/,audio/researcher/en072205.mp3,train,rɪˈsɜːrtʃər
1115,transmit,/trænzˈmɪt/,audio/transmit/en091634.mp3,train,trænzˈmɪt
1116,gardens,/ˈgɑːrdən/,audio/gardens/en037718.mp3,train,ˈgɑːrdən
1117,which,/ˈhwɪtʃ/,audio/which/en097780.mp3,train,ˈhwɪtʃ
1118,seriously,/ˈsɪəriəsli/,audio/seriously/en077026.mp3,train,ˈsɪəriəsli
1119,oriented,/ˈɔːriɛntɪd/,audio/oriented/en1061319.mp3,train,ˈɔːriɛntɪd
1120,output,/ˈaʊtpʊt/,audio/output/en060647.mp3,train,ˈaʊtpʊt
1121,reputation,/ˌrɛpjʊˈteɪʃən/,audio/reputation/en072119.mp3,train,ˌrɛpjʊˈteɪʃən
1122,glossary,/ˈglɒsəri/,audio/glossary/en1037753.mp3,train,ˈglɒsəri
1123,airline,/ˈɛərlaɪn/,audio/airline/en002216.mp3,train,ˈɛərlaɪn
1124,reconstruction,/ˌriːkənˈstrʌkʃən/,audio/reconstruction/en1072106.mp3,train,ˌriːkənˈstrʌkʃən
1125,accommodate,/əˈkɒmədeɪt/,audio/accommodate/en000492.mp3,train,əˈkɒmədeɪt
1126,suggestions,/səˈdʒɛstʃən/,audio/suggestions/en086056.mp3,train,səˈdʒɛstʃən
1127,prepare,/prɪˈpɛər/,audio/prepare/en066326.mp3,train,prɪˈpɛər
1128,criterion,/kraɪˈtɪərɪən/,audio/criterion/en021025.mp3,train,kraɪˈtɪərɪən
1129,crucial,/ˈkruːʃəl/,audio/crucial/en021267.mp3,train,ˈkruːʃəl
1130,bottles,/ˈbɒtəl/,audio/bottles/en009802.mp3,train,ˈbɒtəl
1131,positions,/pəˈzɪʃən/,audio/positions/en065645.mp3,train,pəˈzɪʃən
